"Selection" "View" "Channel" "Begin_Time" "End_Time" "Low_Freq" "High_Freq" "Begin_Date" "Begin_Clock" "End_Clock" "Delta_Time_s" "Behavior" "Partial" "Notes" "Begin_file_date"
4 "Spectrogram 1" 1 54800.590053131 56978.198751954 25.667 1241.43 "2022/3/1" "19:08:46.5901" "19:45:04.1988" 2177.6087 "Transit" NA NA "2022/3/1"
1 "Spectrogram 1" 1 8207.068311284 10319.440981354 14.52 1306.768 "2022/3/2" "6:12:07.0683" "6:47:19.4410" 2112.3727 "Maneuver" NA NA "2022/3/2"
2 "Spectrogram 1" 1 68347.931667883 72557.919245756 82.136 9205.456 "2022/3/2" "22:54:24.9317" "0:04:34.9192" 4209.9876 "Transit" NA NA "2022/3/2"
3 "Spectrogram 1" 1 73964.217376812 75474.316749664 18.15 1604.421 "2022/3/3" "0:28:00.2174" "0:53:10.3167" 1510.0994 "Maneuver" NA NA "2022/3/2"
4 "Spectrogram 1" 1 77078.068307117 79930.565208877 20.534 4568.789 "2022/3/3" "1:19:54.0683" "2:07:26.5652" 2852.4969 "Transit" NA NA "2022/3/2"
1 "Spectrogram 1" 1 164.048761501 2929.024369986 18.546 24000 "2022/3/3" "3:57:55.0488" "4:44:00.0244" 2764.9756 "Transit" NA "" "2022/3/3"
2 "Spectrogram 1" 1 18662.243900559 20412.926812263 4.636 2014.31 "2022/3/3" "9:06:13.2439" "9:35:23.9268" 1750.6829 "Transit" NA "" "2022/3/3"
3 "Spectrogram 1" 1 67110.894401501 68110.621106366 1207.255 6346.715 "2022/3/3" "22:33:38.8944" "22:50:17.6211" 999.7267 "Maneuver" NA "LTSA" "2022/3/3"
1 "Spectrogram 1" 1 66307.585356064 68642.024372764 20.982 2874.588 "2022/3/4" "22:20:05.5854" "22:58:59.0244" 2334.439 "Transit" NA NA "2022/3/4"
2 "Spectrogram 1" 1 75447.780482622 76243.243891531 20.982 18884.157 "2022/3/5" "0:52:25.7805" "1:05:40.2439" 795.4634 "Maneuver" NA NA "2022/3/4"
1 "Spectrogram 1" 1 12490.682917259 13549.609755217 26.228 18548.439 "2022/3/5" "7:23:02.6829" "7:40:41.6098" 1058.9268 "Maneuver" NA NA "2022/3/5"
2 "Spectrogram 1" 1 25534.780483316 30041.804876914 18.36 1149.852 "2022/3/5" "11:00:25.7805" "12:15:32.8049" 4507.0244 "Transit" NA NA "2022/3/5"
3 "Spectrogram 1" 1 40309.317059824 44005.317063296 15.737 2522.255 "2022/3/5" "15:06:39.3171" "16:08:14.3171" 3696 "Transit" NA NA "2022/3/5"
4 "Spectrogram 1" 1 54521.146329641 56566.12194646 11.128 18456.973 "2022/3/5" "19:03:30.1463" "19:37:35.1219" 2044.9756 "Transit" NA NA "2022/3/5"
5 "Spectrogram 1" 1 79488.46340127 86131.634132842 29.674 3486.647 "2022/3/6" "1:59:36.4634" "3:50:20.6341" 6643.1707 "Transit" NA NA "2022/3/5"
1 "Spectrogram 1" 1 46011.609741328 48189.170727405 26.228 1253.709 "2022/3/6" "16:41:31.6097" "17:17:49.1707" 2177.561 "Maneuver" "" NA "2022/3/6"
2 "Spectrogram 1" 1 60932.585351203 63809.951209333 26.228 1580.119 "2022/3/6" "20:50:12.5854" "21:38:10.9512" 2877.3659 "Transit" "" NA "2022/3/6"
3 "Spectrogram 1" 1 84664.502504184 86395.282979167 31.474 2444.449 "2022/3/7" "3:25:43.5025" "3:54:34.2830" 1730.7805 "Transit" "yes" NA "2022/3/6"
1 "Spectrogram 1" 1 0 3213.365837991 22.255 3294.236 "2022/3/7" "3:54:33.0000" "4:48:06.3658" 3213.3658 "Transit" "yes" NA "2022/3/7"
2 "Spectrogram 1" 1 19433.609737856 20638.731699593 26.228 1237.961 "2022/3/7" "9:18:26.6097" "9:38:31.7317" 1205.122 "Transit" "" NA "2022/3/7"
3 "Spectrogram 1" 1 80073.780478455 82273.439022951 207.715 1943.62 "2022/3/8" "2:09:03.7805" "2:45:43.4390" 2199.6585 "Transit" "" NA "2022/3/7"
1 "Spectrogram 1" 1 65183.975605014 70235.975601541 7.418 16439.169 "2022/3/8" "22:00:42.9756" "23:24:54.9756" 5052 "Transit" NA NA "2022/3/8"
1 "Spectrogram 1" 1 17230.536572341 27074.780483316 18.546 4124.629 "2022/3/9" "8:41:23.5366" "11:25:26.7805" 9844.2439 "Transit" NA NA "2022/3/9"
2 "Spectrogram 1" 1 34610.658521579 37612.048747273 29.449 3877.809 "2022/3/9" "13:31:02.6585" "14:21:03.0487" 3001.3902 "Transit" NA NA "2022/3/9"
3 "Spectrogram 1" 1 40786.634143259 45389.512184299 38.031 5997.031 "2022/3/9" "15:13:58.6341" "16:30:40.5122" 4602.878 "Transit" NA NA "2022/3/9"
4 "Spectrogram 1" 1 61458.14633103 67644.243899864 40.576 18987.164 "2022/3/9" "20:58:29.1463" "22:41:34.2439" 6186.0976 "Transit" NA NA "2022/3/9"
5 "Spectrogram 1" 1 67174.487800423 71734.341456199 17.048 21479.745 "2022/3/9" "22:33:44.4878" "23:49:44.3415" 4559.8537 "Maneuver" NA NA "2022/3/9"
6 "Spectrogram 1" 1 75072.780469428 80620.317063991 26.228 8126.63 "2022/3/10" "0:45:22.7805" "2:17:50.3171" 5547.5366 "Transit" NA NA "2022/3/9"
7 "Spectrogram 1" 1 80195.048764278 83125.09754314 10.491 3991.098 "2022/3/10" "2:10:45.0488" "2:59:35.0975" 2930.0488 "Transit" NA NA "2022/3/9"
1 "Spectrogram 1" 1 1835.731698205 4514.073151626 31.474 21569.904 "2022/3/10" "4:24:40.7317" "5:09:19.0732" 2678.3415 "Maneuver" NA "" "2022/3/10"
2 "Spectrogram 1" 1 7764.585358841 11430.878029929 44.51 7270.03 "2022/3/10" "6:03:29.5854" "7:04:35.8780" 3666.2927 "Maneuver" NA "" "2022/3/10"
3 "Spectrogram 1" 1 42036.365844241 47117.487788618 22.255 23026.706 "2022/3/10" "15:34:40.3658" "16:59:19.4878" 5081.1219 "Transit" NA "" "2022/3/10"
4 "Spectrogram 1" 1 24448.136639234 28378.06210022 60.363 5605.115 "2022/3/10" "10:41:32.1366" "11:47:02.0621" 3929.9255 "Transit" NA "LTSA" "2022/3/10"
1 "Spectrogram 1" 1 29057.317058435 34003.804872053 31.474 5979.983 "2022/3/11" "11:58:11.3171" "13:20:38.8049" 4946.4878 "Maneuver" NA "" "2022/3/11"
2 "Spectrogram 1" 1 43890.024386653 48292.560968716 37.092 9945.656 "2022/3/11" "16:05:22.0244" "17:18:45.5610" 4402.5366 "Maneuver" NA "" "2022/3/11"
3 "Spectrogram 1" 1 54116.487801118 55912.09755564 20.982 22241.341 "2022/3/11" "18:55:49.4878" "19:25:44.0976" 1795.6098 "Transit" NA "" "2022/3/11"
4 "Spectrogram 1" 1 60749.756078608 68194.58534773 51.929 7259.909 "2022/3/11" "20:46:22.7561" "22:50:26.5853" 7444.8293 "Transit" NA "" "2022/3/11"
5 "Spectrogram 1" 1 882.18632566 5734.024835921 378.049 12634.146 "2022/3/11" "4:08:37.1863" "5:29:29.0248" 4851.8385 "Maneuver" NA "LTSA" "2022/3/11"
6 "Spectrogram 1" 1 12508.645952704 14121.881969475 413.916 10002.974 "2022/3/11" "7:22:23.6460" "7:49:16.8820" 1613.236 "Maneuver" NA "LTSA" "2022/3/11"
7 "Spectrogram 1" 1 70095.590055215 73906.335387021 56.051 2012.195 "2022/3/11" "23:22:07.5901" "0:25:37.3354" 3810.7453 "Transit" NA "LTSA" "2022/3/11"
1 "Spectrogram 1" 1 6504.439011145 9658.24389917 15.737 16618.058 "2022/3/12" "5:42:08.4390" "6:34:42.2439" 3153.8049 "Transit" NA "" "2022/3/12"
2 "Spectrogram 1" 1 15656.512178743 19896.756077913 29.674 12673.368 "2022/3/12" "8:14:40.5122" "9:25:20.7561" 4240.2439 "Transit" NA "" "2022/3/12"
3 "Spectrogram 1" 1 26230.292676643 29805.999992361 18.546 24000 "2022/3/12" "11:10:53.2927" "12:10:29.0000" 3575.7073 "Transit" NA "" "2022/3/12"
4 "Spectrogram 1" 1 50435.926821985 58270.170717683 18.546 19573.442 "2022/3/12" "17:54:18.9268" "20:04:52.1707" 7834.2439 "Transit" NA "" "2022/3/12"
