"Selection" "View" "Channel" "Begin_Time" "End_Time" "Low_Freq" "High_Freq" "Begin_Date" "Begin_Clock" "End_Clock" "Delta_Time_s" "Behavior" "Notes" "Begin_file_date"
6 "Spectrogram 1" 1 131346.394145955 132366.744505322 458.2 2330.7 "2018/7/30" "15:09:25.3941" "15:26:25.7445" 1020.3504 "DTransit" NA 2018-07-29
7 "Spectrogram 1" 1 138142.379548342 138703.927003604 737.1 5259 "2018/7/30" "17:02:41.3795" "17:12:03.9270" 561.5475 "DTransit" NA 2018-07-29
8 "Spectrogram 1" 1 149240.496345909 149993.343049103 458.2 2071.7 "2018/7/30" "20:07:39.4963" "20:20:12.3430" 752.8467 "DTransit" NA 2018-07-29
9 "Spectrogram 1" 1 172315.182469115 172790.509979167 478.1 2529.9 "2018/7/31" "2:32:13.1825" "2:40:08.5100" 475.3275 "DTransit" NA 2018-07-29
1 "Spectrogram 1" 1 8904.087573175 9536.05837795 378.5 2609.6 "2018/7/31" "5:08:32.0876" "5:19:04.0584" 631.9708 "DTransit" "" 2018-07-31
2 "Spectrogram 1" 1 17471.824761983 18645.109428969 159.4 6155.4 "2018/7/31" "7:31:19.8248" "7:50:53.1094" 1173.2847 "CTransit" "" 2018-07-31
3 "Spectrogram 1" 1 19365.897760462 19659.284625319 597.6 1932.3 "2018/7/31" "8:02:53.8978" "8:07:47.2846" 293.3869 "DTransit" "" 2018-07-31
4 "Spectrogram 1" 1 20161.707981083 21868.554686359 298.8 2510 "2018/7/31" "8:16:09.7080" "8:44:34.5547" 1706.8467 "DTransit" "" 2018-07-31
5 "Spectrogram 1" 1 22667.518191286 22719.153240557 179.3 3565.7 "2018/7/31" "8:57:53.5182" "8:58:45.1532" 51.635 "DTransit" "" 2018-07-31
6 "Spectrogram 1" 1 23490.525489051 24266.233522217 498 2988 "2018/7/31" "9:11:36.5255" "9:24:32.2335" 775.708 "DTransit" "" 2018-07-31
7 "Spectrogram 1" 1 25601.518189203 25871.518195453 2510 3207.2 "2018/7/31" "9:46:47.5182" "9:51:17.5182" 270 "DTransit" "" 2018-07-31
8 "Spectrogram 1" 1 25940.817505885 26001.781002479 139.4 4023.9 "2018/7/31" "9:52:26.8175" "9:53:27.7810" 60.9635 "DTransit" "" 2018-07-31
9 "Spectrogram 1" 1 27422.992685569 27510.890504364 1354.6 4681.3 "2018/7/31" "10:17:09.9927" "10:18:37.8905" 87.8978 "DTransit" "" 2018-07-31
10 "Spectrogram 1" 1 29439.386856524 32582.072977646 199.2 3426.3 "2018/7/31" "10:50:45.3869" "11:43:08.0730" 3142.6861 "DTransit" "" 2018-07-31
11 "Spectrogram 1" 1 31064.773717214 31196.686110706 2470.1 5219.1 "2018/7/31" "11:17:50.7737" "11:20:02.6861" 131.9124 "DTransit" "" 2018-07-31
12 "Spectrogram 1" 1 36090.102181204 36381.255469678 0 6872.5 "2018/7/31" "12:41:36.1022" "12:46:27.2555" 291.1533 "DTransit" "" 2018-07-31
13 "Spectrogram 1" 1 38694.0583842 39008.072983896 358.6 4601.6 "2018/7/31" "13:25:00.0584" "13:30:14.0730" 314.0146 "DTransit" "" 2018-07-31
14 "Spectrogram 1" 1 99498.014587196 101159.270056873 258.964 4601.594 "2018/8/1" "6:18:20.0146" "6:46:02.2701" 1661.2555 "DTransit" "" 2018-07-31
15 "Spectrogram 1" 1 102921.956190496 103103.270056873 537.849 3326.693 "2018/8/1" "7:15:24.9562" "7:18:26.2701" 181.3139 "DTransit" "" 2018-07-31
16 "Spectrogram 1" 1 103615.503641591 103961.445244891 358.566 4721.116 "2018/8/1" "7:26:58.5036" "7:32:44.4452" 345.9416 "DTransit" "" 2018-07-31
17 "Spectrogram 1" 1 104184.145967792 108029.97808379 179.283 3446.215 "2018/8/1" "7:36:26.1460" "8:40:31.9781" 3845.8321 "CTransit" "tanker" 2018-07-31
18 "Spectrogram 1" 1 108240.722622445 108594.416049665 1553.785 4701.195 "2018/8/1" "8:44:02.7226" "8:49:56.4160" 353.6934 "DTransit" "" 2018-07-31
19 "Spectrogram 1" 1 116983.467148601 117429.919689173 1713.147 4721.116 "2018/8/1" "11:09:45.4671" "11:17:11.9197" 446.4525 "Maneuver+TransitA" "" 2018-07-31
20 "Spectrogram 1" 1 117791.233572217 118109.978098373 1832.669 2868.526 "2018/8/1" "11:23:12.2336" "11:28:31.9781" 318.7445 "DTransit" "" 2018-07-31
21 "Spectrogram 1" 1 120610.007287348 121128.985385721 159.363 5398.406 "2018/8/1" "12:10:11.0073" "12:18:50.9854" 518.9781 "CTransit" "" 2018-07-31
22 "Spectrogram 1" 1 121162.620437074 123737.890504364 278.884 2988.048 "2018/8/1" "12:19:24.6204" "13:02:19.8905" 2575.2701 "DTransit" "" 2018-07-31
23 "Spectrogram 1" 1 122685.394152205 122714.824805733 876.494 5119.522 "2018/8/1" "12:44:47.3942" "12:45:16.8248" 29.4307 "Maneuver+TransitA" "" 2018-07-31
24 "Spectrogram 1" 1 126054.63502427 126876.854000958 697.211 3784.861 "2018/8/1" "13:40:56.6350" "13:54:38.8540" 822.219 "DTransit" "" 2018-07-31
25 "Spectrogram 1" 1 127262.474450532 128806.27006104 59.761 6354.582 "2018/8/1" "14:01:04.4745" "14:26:47.2701" 1543.7956 "Maneuver+CPA" "" 2018-07-31
26 "Spectrogram 1" 1 129213.96350076 129440.080262911 756.972 4422.311 "2018/8/1" "14:33:35.9635" "14:37:21.0803" 226.1168 "Maneuver+TransitA" "on/off" 2018-07-31
27 "Spectrogram 1" 1 129753.372257284 129957.284661192 139.442 3824.701 "2018/8/1" "14:42:33.3723" "14:45:57.2847" 203.9124 "Maneuver+TransitA" "" 2018-07-31
28 "Spectrogram 1" 1 130663.489034018 130682.408739857 199.203 4203.187 "2018/8/1" "14:57:43.4890" "14:58:02.4087" 18.9197 "DTransit" "" 2018-07-31
29 "Spectrogram 1" 1 130854.474440116 131155.481742047 139.442 4501.992 "2018/8/1" "15:00:54.4744" "15:05:55.4817" 301.0073 "Maneuver+TransitA" "" 2018-07-31
30 "Spectrogram 1" 1 131688.124072415 134362.313858044 79.681 4362.55 "2018/8/1" "15:14:48.1241" "15:59:22.3139" 2674.1898 "CTransit" "" 2018-07-31
31 "Spectrogram 1" 1 133966.167877752 134002.102185614 179.283 3625.498 "2018/8/1" "15:52:46.1679" "15:53:22.1022" 35.9343 "Maneuver+TransitA" "" 2018-07-31
32 "Spectrogram 1" 1 139548.547434428 139812.109485219 2250.996 5059.761 "2018/8/1" "17:25:48.5474" "17:30:12.1095" 263.5621 "DTransit" "" 2018-07-31
1 "Spectrogram 1" 1 13839.240867898 14057.21166434 199.2 3147.4 "2018/8/2" "6:30:25.2409" "6:34:03.2117" 217.9708 "DTransit" "" 2018-08-02
2 "Spectrogram 1" 1 15026.978087956 15201.32845149 1055.8 4023.9 "2018/8/2" "6:50:12.9781" "6:53:07.3285" 174.3504 "DTransit" "" 2018-08-02
3 "Spectrogram 1" 1 15728.890502281 16001.124084915 1474.1 1992 "2018/8/2" "7:01:54.8905" "7:06:27.1241" 272.2336 "DTransit" "" 2018-08-02
4 "Spectrogram 1" 1 18591.153282223 24356.204370742 259 2430.3 "2018/8/2" "7:49:37.1533" "9:25:41.2044" 5765.0511 "DTransit" "" 2018-08-02
5 "Spectrogram 1" 1 21847.321162059 21970.956184246 1294.8 4203.2 "2018/8/2" "8:43:52.3212" "8:45:56.9562" 123.635 "DTransit" "" 2018-08-02
6 "Spectrogram 1" 1 22503.291954334 22526.02187871 119.5 3107.6 "2018/8/2" "8:54:48.2920" "8:55:11.0219" 22.7299 "DTransit" "" 2018-08-02
7 "Spectrogram 1" 1 25332.934297202 26957.926997354 139.4 3286.9 "2018/8/2" "9:41:58.9343" "10:09:03.9270" 1624.9927 "DTransit" "" 2018-08-02
8 "Spectrogram 1" 1 30492.197066727 31900.401452053 298.8 2828.7 "2018/8/2" "11:07:57.1971" "11:31:25.4015" 1408.2044 "CTransit" "" 2018-08-02
9 "Spectrogram 1" 1 65379.48175038 65584.839409596 517.9 9840.6 "2018/8/2" "20:49:22.4818" "20:52:47.8394" 205.3577 "CPA" "" 2018-08-02
10 "Spectrogram 1" 1 66031.291968917 66201.569340222 478.1 4541.8 "2018/8/2" "21:00:13.2920" "21:03:04.5693" 170.2774 "DTransit" "" 2018-08-02
11 "Spectrogram 1" 1 110709.262757026 111007.379548342 239 3824.7 "2018/8/3" "9:24:49.2628" "9:29:47.3795" 298.1168 "DTransit" "" 2018-08-02
12 "Spectrogram 1" 1 112065.700724985 112345.948886481 1593.6 3067.7 "2018/8/3" "9:47:26.7007" "9:52:06.9489" 280.2482 "Maneuver+TransitA" "" 2018-08-02
13 "Spectrogram 1" 1 116090.868611071 116339.321155809 1374.5 4621.5 "2018/8/3" "10:54:31.8686" "10:58:39.3212" 248.4525 "DTransit" "" 2018-08-02
14 "Spectrogram 1" 1 179570.430557695 181279.773631797 199.2 2888.4 "2018/8/4" "4:32:27.4306" "5:00:56.7736" 1709.3431 "DTransit" "" 2018-08-02
15 "Spectrogram 1" 1 193588.357573799 195083.145890709 378.5 4482.1 "2018/8/4" "8:26:05.3576" "8:50:59.1459" 1494.7883 "DTransit" "" 2018-08-02
16 "Spectrogram 1" 1 198295.160492488 198688.138586694 1613.5 4462.2 "2018/8/4" "9:44:31.1605" "9:51:04.1386" 392.9781 "Maneuver+TransitA" "on/off" 2018-08-02
17 "Spectrogram 1" 1 208243.510849772 209690.211581007 1553.8 3326.7 "2018/8/4" "12:30:19.5108" "12:54:26.2116" 1446.7007 "DTransit" "on/off" 2018-08-02
18 "Spectrogram 1" 1 211016.715326764 212979.635032603 39.8 3047.8 "2018/8/4" "13:16:32.7153" "13:49:15.6350" 1962.9197 "DTransit" "" 2018-08-02
19 "Spectrogram 1" 1 213110.890491864 213248.189764796 677.3 1812.7 "2018/8/4" "13:51:26.8905" "13:53:44.1898" 137.2993 "DTransit" "" 2018-08-02
20 "Spectrogram 1" 1 213256.072975563 213341.080283744 1573.7 3127.5 "2018/8/4" "13:53:52.0730" "13:55:17.0803" 85.0073 "DTransit" "" 2018-08-02
21 "Spectrogram 1" 1 213634.992695985 213696.61312681 2808.8 3486.1 "2018/8/4" "14:00:11.9927" "14:01:12.6131" 61.6204 "DTransit" "" 2018-08-02
22 "Spectrogram 1" 1 214361.036482573 214502.671521426 39.8 3924.3 "2018/8/4" "14:12:17.0365" "14:14:38.6715" 141.635 "Maneuver+TransitA" "" 2018-08-02
23 "Spectrogram 1" 1 215694.45985292 217359.131372263 259 3227.1 "2018/8/4" "14:34:30.4599" "15:02:13.1314" 1664.6715 "DTransit" "" 2018-08-02
24 "Spectrogram 1" 1 217909.510945605 217937.36495698 99.6 1294.8 "2018/8/4" "15:11:23.5109" "15:11:51.3650" 27.854 "DTransit" "" 2018-08-02
25 "Spectrogram 1" 1 222891.744513656 223039.554728026 79.7 3764.9 "2018/8/4" "16:34:26.7445" "16:36:53.5547" 147.8102 "DTransit" "on/off" 2018-08-02
26 "Spectrogram 1" 1 223414.335750289 223993.620411025 139.4 9800.8 "2018/8/4" "16:43:08.3358" "16:52:47.6204" 579.2847 "Maneuver+CPA" "" 2018-08-02
27 "Spectrogram 1" 1 224281.160562865 225921.788297704 278.9 3685.3 "2018/8/4" "16:57:35.1606" "17:24:56.7883" 1640.6277 "Maneuver+TransitA" "" 2018-08-02
28 "Spectrogram 1" 1 228315.021889127 228864.218962105 1494 3266.9 "2018/8/4" "18:04:49.0219" "18:13:58.2190" 549.1971 "DTransit" "" 2018-08-02
