"","Begin_Date","Begin_Hour","Maneuver","Not_Assigned","Transit","Notes","SiteID"
"384",2021-05-25,23,0,NA,0,NA,"TRE"
"385",2021-05-26,0,0,1,0,NA,"TRE"
"386",2021-05-26,1,0,1,0,"LTSA","TRE"
"387",2021-05-26,2,0,1,0,"LTSA","TRE"
"388",2021-05-26,3,0,NA,0,NA,"TRE"
"389",2021-05-26,4,0,NA,0,NA,"TRE"
"390",2021-05-26,5,0,1,0,NA,"TRE"
"391",2021-05-26,6,0,NA,0,NA,"TRE"
"392",2021-05-26,7,0,1,0,NA,"TRE"
"393",2021-05-26,8,0,NA,0,NA,"TRE"
"394",2021-05-26,9,0,1,0,NA,"TRE"
"395",2021-05-26,10,0,NA,0,NA,"TRE"
"396",2021-05-26,11,0,NA,0,NA,"TRE"
"397",2021-05-26,12,0,NA,0,NA,"TRE"
"398",2021-05-26,13,0,NA,0,NA,"TRE"
"399",2021-05-26,14,0,NA,0,NA,"TRE"
"400",2021-05-26,15,0,NA,0,NA,"TRE"
"401",2021-05-26,16,0,NA,0,NA,"TRE"
"402",2021-05-26,17,0,NA,0,NA,"TRE"
"403",2021-05-26,18,0,NA,0,NA,"TRE"
"404",2021-05-26,19,0,NA,0,NA,"TRE"
"405",2021-05-26,20,0,NA,0,NA,"TRE"
"406",2021-05-26,21,0,NA,0,NA,"TRE"
"407",2021-05-26,22,0,NA,0,NA,"TRE"
"408",2021-05-26,23,0,1,0,NA,"TRE"
"409",2021-05-27,0,0,NA,0,NA,"TRE"
"410",2021-05-27,1,0,NA,0,NA,"TRE"
"411",2021-05-27,2,0,NA,0,NA,"TRE"
"412",2021-05-27,3,0,1,0,NA,"TRE"
"413",2021-05-27,4,0,NA,0,NA,"TRE"
"414",2021-05-27,5,0,NA,0,NA,"TRE"
"415",2021-05-27,6,0,1,0,NA,"TRE"
"416",2021-05-27,7,0,1,0,NA,"TRE"
"417",2021-05-27,8,0,NA,0,NA,"TRE"
"418",2021-05-27,9,0,1,0,NA,"TRE"
"419",2021-05-27,10,0,NA,0,NA,"TRE"
"420",2021-05-27,11,0,1,0,"LTSA","TRE"
"421",2021-05-27,12,0,1,0,NA,"TRE"
"422",2021-05-27,13,0,NA,0,NA,"TRE"
"423",2021-05-27,14,0,NA,0,NA,"TRE"
"424",2021-05-27,15,0,NA,0,NA,"TRE"
"425",2021-05-27,16,0,NA,0,NA,"TRE"
"426",2021-05-27,17,0,NA,0,NA,"TRE"
"427",2021-05-27,18,0,NA,0,NA,"TRE"
"428",2021-05-27,19,0,NA,0,NA,"TRE"
"429",2021-05-27,20,0,NA,0,NA,"TRE"
"430",2021-05-27,21,0,NA,0,NA,"TRE"
"431",2021-05-27,22,0,NA,0,NA,"TRE"
"432",2021-05-27,23,0,1,0,NA,"TRE"
"433",2021-05-28,0,0,NA,0,NA,"TRE"
"434",2021-05-28,1,0,NA,0,NA,"TRE"
"435",2021-05-28,2,0,NA,0,NA,"TRE"
"436",2021-05-28,3,0,NA,0,NA,"TRE"
"437",2021-05-28,4,0,1,0,NA,"TRE"
"438",2021-05-28,5,0,NA,0,NA,"TRE"
"439",2021-05-28,6,0,2,0,NA,"TRE"
"440",2021-05-28,7,0,NA,0,NA,"TRE"
"441",2021-05-28,8,0,NA,0,NA,"TRE"
"442",2021-05-28,9,0,0,1,NA,"TRE"
"443",2021-05-28,10,0,NA,0,NA,"TRE"
"444",2021-05-28,11,0,NA,0,NA,"TRE"
"445",2021-05-28,12,0,NA,0,NA,"TRE"
"446",2021-05-28,13,0,NA,0,NA,"TRE"
"447",2021-05-28,14,0,NA,0,NA,"TRE"
"448",2021-05-28,15,0,NA,0,NA,"TRE"
"449",2021-05-28,16,0,NA,0,NA,"TRE"
"450",2021-05-28,17,0,NA,0,NA,"TRE"
"451",2021-05-28,18,0,NA,0,NA,"TRE"
"452",2021-05-28,19,0,NA,0,NA,"TRE"
"453",2021-05-28,20,0,NA,0,NA,"TRE"
"454",2021-05-28,21,0,NA,0,NA,"TRE"
"455",2021-05-28,22,0,NA,0,NA,"TRE"
"456",2021-05-28,23,0,1,0,NA,"TRE"
"457",2021-05-29,0,0,NA,0,NA,"TRE"
"458",2021-05-29,1,0,NA,0,NA,"TRE"
"459",2021-05-29,2,0,NA,0,NA,"TRE"
"460",2021-05-29,3,0,NA,0,NA,"TRE"
"461",2021-05-29,4,0,NA,0,NA,"TRE"
"462",2021-05-29,5,0,NA,0,NA,"TRE"
"463",2021-05-29,6,0,NA,0,NA,"TRE"
"464",2021-05-29,7,0,NA,0,NA,"TRE"
"465",2021-05-29,8,0,NA,0,NA,"TRE"
"466",2021-05-29,9,0,NA,0,NA,"TRE"
"467",2021-05-29,10,0,NA,0,NA,"TRE"
"468",2021-05-29,11,0,NA,0,NA,"TRE"
"469",2021-05-29,12,0,NA,0,NA,"TRE"
"470",2021-05-29,13,0,NA,0,NA,"TRE"
"471",2021-05-29,14,0,NA,0,NA,"TRE"
"472",2021-05-29,15,0,NA,0,NA,"TRE"
"473",2021-05-29,16,0,NA,0,NA,"TRE"
"474",2021-05-29,17,0,NA,0,NA,"TRE"
"475",2021-05-29,18,0,NA,0,NA,"TRE"
"476",2021-05-29,19,0,NA,0,NA,"TRE"
"477",2021-05-29,20,0,NA,0,NA,"TRE"
"478",2021-05-29,21,0,NA,0,NA,"TRE"
"479",2021-05-29,22,0,NA,0,NA,"TRE"
"480",2021-05-29,23,0,NA,0,NA,"TRE"
"481",2021-05-30,0,0,NA,0,NA,"TRE"
"482",2021-05-30,1,0,NA,0,NA,"TRE"
"483",2021-05-30,2,0,NA,0,NA,"TRE"
"484",2021-05-30,3,0,NA,0,NA,"TRE"
"485",2021-05-30,4,0,NA,0,NA,"TRE"
"486",2021-05-30,5,0,NA,0,NA,"TRE"
"487",2021-05-30,6,0,NA,0,NA,"TRE"
"488",2021-05-30,7,0,NA,0,NA,"TRE"
"489",2021-05-30,8,0,NA,0,NA,"TRE"
"490",2021-05-30,9,0,NA,0,NA,"TRE"
"491",2021-05-30,10,0,NA,0,NA,"TRE"
"492",2021-05-30,11,0,NA,0,NA,"TRE"
"493",2021-05-30,12,0,NA,0,NA,"TRE"
"494",2021-05-30,13,0,NA,0,NA,"TRE"
