"","Begin_Date","Begin_Hour","Transit","Notes","SiteID"
"541",2020-03-01,12,0,NA,"MRW"
"542",2020-03-01,13,0,NA,"MRW"
"543",2020-03-01,14,0,NA,"MRW"
"544",2020-03-01,15,0,NA,"MRW"
"545",2020-03-01,16,0,NA,"MRW"
"546",2020-03-01,17,0,NA,"MRW"
"547",2020-03-01,18,0,NA,"MRW"
"548",2020-03-01,19,0,NA,"MRW"
"549",2020-03-01,20,0,NA,"MRW"
"550",2020-03-01,21,0,NA,"MRW"
"551",2020-03-01,22,0,NA,"MRW"
"552",2020-03-01,23,0,NA,"MRW"
"553",2020-03-02,0,0,NA,"MRW"
"554",2020-03-02,1,0,NA,"MRW"
"555",2020-03-02,2,0,NA,"MRW"
"556",2020-03-02,3,0,NA,"MRW"
"557",2020-03-02,4,0,NA,"MRW"
"558",2020-03-02,5,0,NA,"MRW"
"559",2020-03-02,6,0,NA,"MRW"
"560",2020-03-02,7,0,NA,"MRW"
"561",2020-03-02,8,0,NA,"MRW"
"562",2020-03-02,9,0,NA,"MRW"
"563",2020-03-02,10,0,NA,"MRW"
"564",2020-03-02,11,0,NA,"MRW"
"565",2020-03-02,12,0,NA,"MRW"
"566",2020-03-02,13,0,NA,"MRW"
"567",2020-03-02,14,0,NA,"MRW"
"568",2020-03-02,15,0,NA,"MRW"
"569",2020-03-02,16,0,NA,"MRW"
"570",2020-03-02,17,0,NA,"MRW"
"571",2020-03-02,18,0,NA,"MRW"
"572",2020-03-02,19,0,NA,"MRW"
"573",2020-03-02,20,0,NA,"MRW"
"574",2020-03-02,21,0,NA,"MRW"
"575",2020-03-02,22,0,NA,"MRW"
"576",2020-03-02,23,0,NA,"MRW"
"577",2020-03-03,0,0,NA,"MRW"
"578",2020-03-03,1,0,NA,"MRW"
"579",2020-03-03,2,0,NA,"MRW"
"580",2020-03-03,3,0,NA,"MRW"
"581",2020-03-03,4,0,NA,"MRW"
"582",2020-03-03,5,0,NA,"MRW"
"583",2020-03-03,6,0,NA,"MRW"
"584",2020-03-03,7,0,NA,"MRW"
"585",2020-03-03,8,0,NA,"MRW"
"586",2020-03-03,9,0,NA,"MRW"
"587",2020-03-03,10,0,NA,"MRW"
"588",2020-03-03,11,0,NA,"MRW"
"589",2020-03-03,12,0,NA,"MRW"
"590",2020-03-03,13,0,NA,"MRW"
"591",2020-03-03,14,0,NA,"MRW"
"592",2020-03-03,15,0,NA,"MRW"
"593",2020-03-03,16,0,NA,"MRW"
"594",2020-03-03,17,0,NA,"MRW"
"595",2020-03-03,18,0,NA,"MRW"
"596",2020-03-03,19,0,NA,"MRW"
"597",2020-03-03,20,0,NA,"MRW"
"598",2020-03-03,21,0,NA,"MRW"
"599",2020-03-03,22,0,NA,"MRW"
"600",2020-03-03,23,0,NA,"MRW"
