"","Begin_Date","Begin_Hour","Maneuver","Not_Assigned","Transit","Notes"
"1220",2021-06-29,19,0,NA,0,NA
"1221",2021-06-29,20,0,NA,0,NA
"1222",2021-06-29,21,0,NA,0,NA
"1223",2021-06-29,22,0,NA,0,NA
"1224",2021-06-29,23,0,1,0,NA
"1225",2021-06-30,0,0,NA,0,NA
"1226",2021-06-30,1,0,NA,0,NA
"1227",2021-06-30,2,0,NA,0,NA
"1228",2021-06-30,3,0,NA,0,NA
"1229",2021-06-30,4,0,NA,0,NA
"1230",2021-06-30,5,0,NA,0,NA
"1231",2021-06-30,6,0,NA,0,NA
"1232",2021-06-30,7,0,NA,0,NA
"1233",2021-06-30,8,0,NA,0,NA
"1234",2021-06-30,9,0,NA,0,NA
"1235",2021-06-30,10,0,NA,0,NA
"1236",2021-06-30,11,0,NA,0,NA
"1237",2021-06-30,12,0,NA,0,NA
"1238",2021-06-30,13,0,NA,0,NA
"1239",2021-06-30,14,0,NA,0,NA
"1240",2021-06-30,15,0,NA,0,NA
"1241",2021-06-30,16,0,NA,0,NA
"1242",2021-06-30,17,0,NA,0,NA
"1243",2021-06-30,18,0,NA,0,NA
"1244",2021-06-30,19,0,NA,0,NA
"1245",2021-06-30,20,0,NA,0,NA
"1246",2021-06-30,21,0,NA,0,NA
"1247",2021-06-30,22,0,NA,0,NA
"1248",2021-06-30,23,0,NA,0,NA
"1249",2021-07-01,0,0,NA,0,NA
"1250",2021-07-01,1,0,NA,0,NA
"1251",2021-07-01,2,0,NA,0,NA
"1252",2021-07-01,3,0,NA,0,NA
"1253",2021-07-01,4,0,NA,0,NA
"1254",2021-07-01,5,0,NA,0,NA
"1255",2021-07-01,6,0,NA,0,NA
"1256",2021-07-01,7,0,NA,0,NA
"1257",2021-07-01,8,0,NA,0,NA
"1258",2021-07-01,9,0,NA,0,NA
"1259",2021-07-01,10,0,NA,0,NA
"1260",2021-07-01,11,0,NA,0,NA
"1261",2021-07-01,12,0,NA,0,NA
"1262",2021-07-01,13,0,NA,0,NA
"1263",2021-07-01,14,0,NA,0,NA
"1264",2021-07-01,15,0,NA,0,NA
"1265",2021-07-01,16,0,NA,0,NA
"1266",2021-07-01,17,0,NA,0,NA
"1267",2021-07-01,18,0,NA,0,NA
"1268",2021-07-01,19,0,NA,0,NA
"1269",2021-07-01,20,0,NA,0,NA
"1270",2021-07-01,21,1,0,0,NA
"1271",2021-07-01,22,0,NA,0,NA
"1272",2021-07-01,23,0,1,0,NA
"1273",2021-07-02,0,0,NA,0,NA
"1274",2021-07-02,1,1,1,0,NA
"1275",2021-07-02,2,0,NA,0,NA
"1276",2021-07-02,3,0,2,0,NA
"1277",2021-07-02,4,0,NA,0,NA
"1278",2021-07-02,5,0,NA,0,NA
"1279",2021-07-02,6,0,NA,0,NA
"1280",2021-07-02,7,0,NA,0,NA
"1281",2021-07-02,8,0,NA,0,NA
"1282",2021-07-02,9,1,0,0,NA
"1283",2021-07-02,10,1,0,0,NA
"1284",2021-07-02,11,0,1,0,NA
"1285",2021-07-02,12,0,NA,0,NA
"1286",2021-07-02,13,1,0,0,NA
"1287",2021-07-02,14,0,1,0,NA
"1288",2021-07-02,15,0,1,0,NA
"1289",2021-07-02,16,0,NA,0,NA
"1290",2021-07-02,17,0,NA,0,NA
"1291",2021-07-02,18,0,NA,0,NA
"1292",2021-07-02,19,0,NA,0,NA
"1293",2021-07-02,20,0,1,0,NA
"1294",2021-07-02,21,0,NA,0,NA
"1295",2021-07-02,22,0,NA,0,NA
"1296",2021-07-02,23,1,1,0,NA
"1297",2021-07-03,0,0,NA,0,NA
"1298",2021-07-03,1,0,1,0,NA
"1299",2021-07-03,2,1,1,0,NA
"1300",2021-07-03,3,0,NA,0,NA
"1301",2021-07-03,4,0,1,0,NA
"1302",2021-07-03,5,0,1,0,NA
"1303",2021-07-03,6,0,1,0,"added on review"
"1304",2021-07-03,7,0,0,1,NA
"1305",2021-07-03,8,0,NA,0,NA
"1306",2021-07-03,9,0,NA,0,NA
"1307",2021-07-03,10,0,NA,0,NA
"1308",2021-07-03,11,0,NA,0,NA
"1309",2021-07-03,12,0,NA,0,NA
"1310",2021-07-03,13,0,NA,0,NA
"1311",2021-07-03,14,0,NA,0,NA
"1312",2021-07-03,15,0,NA,0,NA
"1313",2021-07-03,16,0,NA,0,NA
"1314",2021-07-03,17,0,NA,0,NA
"1315",2021-07-03,18,0,NA,0,NA
"1316",2021-07-03,19,0,NA,0,NA
"1317",2021-07-03,20,0,NA,0,NA
"1318",2021-07-03,21,0,NA,0,NA
"1319",2021-07-03,22,0,NA,0,NA
"1320",2021-07-03,23,0,NA,0,NA
"1321",2021-07-04,0,0,NA,0,NA
"1322",2021-07-04,1,0,NA,0,NA
"1323",2021-07-04,2,0,NA,0,NA
"1324",2021-07-04,3,0,NA,0,NA
"1325",2021-07-04,4,0,NA,0,NA
"1326",2021-07-04,5,0,NA,0,NA
"1327",2021-07-04,6,0,NA,0,NA
"1328",2021-07-04,7,0,NA,0,NA
"1329",2021-07-04,8,0,NA,0,NA
"1330",2021-07-04,9,0,NA,0,NA
"1331",2021-07-04,10,0,NA,0,NA
"1332",2021-07-04,11,0,NA,0,NA
"1333",2021-07-04,12,0,NA,0,NA
"1334",2021-07-04,13,0,NA,0,NA
"1335",2021-07-04,14,0,NA,0,NA
"1336",2021-07-04,15,0,NA,0,NA
"1337",2021-07-04,16,0,NA,0,NA
"1338",2021-07-04,17,0,NA,0,NA
"1339",2021-07-04,18,0,NA,0,NA
"1340",2021-07-04,19,0,NA,0,NA
"1341",2021-07-04,20,0,NA,0,NA
"1342",2021-07-04,21,0,NA,0,NA
"1343",2021-07-04,22,0,NA,0,NA
"1344",2021-07-04,23,0,NA,0,NA
"1345",2021-07-05,0,0,NA,0,NA
"1346",2021-07-05,1,0,NA,0,NA
"1347",2021-07-05,2,0,NA,0,NA
"1348",2021-07-05,3,0,NA,0,NA
"1349",2021-07-05,4,0,NA,0,NA
"1350",2021-07-05,5,0,NA,0,NA
"1351",2021-07-05,6,0,NA,0,NA
"1352",2021-07-05,7,0,NA,0,NA
"1353",2021-07-05,8,0,0,1,NA
"1354",2021-07-05,9,0,NA,0,NA
"1355",2021-07-05,10,0,NA,0,NA
"1356",2021-07-05,11,0,NA,0,NA
"1357",2021-07-05,12,0,NA,0,NA
"1358",2021-07-05,13,0,NA,0,NA
"1359",2021-07-05,14,0,NA,0,NA
"1360",2021-07-05,15,0,NA,0,NA
"1361",2021-07-05,16,0,NA,0,NA
"1362",2021-07-05,17,0,NA,0,NA
"1363",2021-07-05,18,0,NA,0,NA
"1364",2021-07-05,19,0,NA,0,NA
"1365",2021-07-05,20,0,NA,0,NA
"1366",2021-07-05,21,0,NA,0,NA
"1367",2021-07-05,22,0,NA,0,NA
"1368",2021-07-05,23,0,NA,0,NA
"1369",2021-07-06,0,0,NA,0,NA
"1370",2021-07-06,1,0,NA,0,NA
"1371",2021-07-06,2,0,NA,0,NA
"1372",2021-07-06,3,0,NA,0,NA
"1373",2021-07-06,4,0,NA,0,NA
"1374",2021-07-06,5,0,NA,0,NA
"1375",2021-07-06,6,0,NA,0,NA
"1376",2021-07-06,7,0,NA,0,NA
"1377",2021-07-06,8,0,NA,0,NA
"1378",2021-07-06,9,0,NA,0,NA
"1379",2021-07-06,10,0,NA,0,NA
"1380",2021-07-06,11,0,NA,0,NA
"1381",2021-07-06,12,0,NA,0,NA
"1382",2021-07-06,13,0,NA,0,NA
"1383",2021-07-06,14,0,NA,0,NA
"1384",2021-07-06,15,0,NA,0,NA
"1385",2021-07-06,16,0,NA,0,NA
"1386",2021-07-06,17,0,NA,0,NA
"1387",2021-07-06,18,0,NA,0,NA
"1388",2021-07-06,19,0,NA,0,NA
"1389",2021-07-06,20,0,NA,0,NA
"1390",2021-07-06,21,0,NA,0,NA
"1391",2021-07-06,22,0,NA,0,NA
"1392",2021-07-06,23,0,NA,0,NA
"1393",2021-07-07,0,0,NA,0,NA
"1394",2021-07-07,1,0,NA,0,NA
"1395",2021-07-07,2,0,NA,0,NA
"1396",2021-07-07,3,0,NA,0,NA
"1397",2021-07-07,4,0,NA,0,NA
"1398",2021-07-07,5,0,NA,0,NA
"1399",2021-07-07,6,0,NA,0,NA
"1400",2021-07-07,7,0,1,0,NA
"1401",2021-07-07,8,0,NA,0,NA
"1402",2021-07-07,9,0,NA,0,NA
"1403",2021-07-07,10,0,NA,0,NA
"1404",2021-07-07,11,0,NA,0,NA
"1405",2021-07-07,12,0,NA,0,NA
"1406",2021-07-07,13,0,NA,0,NA
"1407",2021-07-07,14,0,NA,0,NA
"1408",2021-07-07,15,0,NA,0,NA
"1409",2021-07-07,16,0,NA,0,NA
"1410",2021-07-07,17,0,NA,0,NA
"1411",2021-07-07,18,0,NA,0,NA
"1412",2021-07-07,19,0,NA,0,NA
"1413",2021-07-07,20,0,NA,0,NA
"1414",2021-07-07,21,0,NA,0,NA
"1415",2021-07-07,22,0,NA,0,NA
"1416",2021-07-07,23,0,0,1,NA
"1417",2021-07-08,0,0,NA,0,NA
"1418",2021-07-08,1,0,NA,0,NA
"1419",2021-07-08,2,0,NA,0,NA
"1420",2021-07-08,3,0,NA,0,NA
"1421",2021-07-08,4,0,NA,0,NA
"1422",2021-07-08,5,0,NA,0,NA
"1423",2021-07-08,6,0,NA,0,NA
"1424",2021-07-08,7,0,NA,0,NA
"1425",2021-07-08,8,0,NA,0,NA
"1426",2021-07-08,9,0,NA,0,NA
"1427",2021-07-08,10,0,NA,0,NA
"1428",2021-07-08,11,0,NA,0,NA
"1429",2021-07-08,12,0,NA,0,NA
"1430",2021-07-08,13,0,NA,0,NA
"1431",2021-07-08,14,0,NA,0,NA
"1432",2021-07-08,15,0,NA,0,NA
"1433",2021-07-08,16,0,NA,0,NA
"1434",2021-07-08,17,0,NA,0,NA
"1435",2021-07-08,18,0,NA,0,NA
"1436",2021-07-08,19,0,NA,0,NA
"1437",2021-07-08,20,0,NA,0,NA
"1438",2021-07-08,21,0,NA,0,NA
"1439",2021-07-08,22,0,NA,0,NA
"1440",2021-07-08,23,0,NA,0,NA
"1441",2021-07-09,0,0,NA,0,NA
"1442",2021-07-09,1,0,NA,0,NA
"1443",2021-07-09,2,0,NA,0,NA
"1444",2021-07-09,3,0,NA,0,NA
"1445",2021-07-09,4,0,NA,0,NA
"1446",2021-07-09,5,0,NA,0,NA
"1447",2021-07-09,6,0,NA,0,NA
"1448",2021-07-09,7,0,NA,0,NA
"1449",2021-07-09,8,0,NA,0,NA
"1450",2021-07-09,9,0,NA,0,NA
"1451",2021-07-09,10,0,NA,0,NA
"1452",2021-07-09,11,0,NA,0,NA
"1453",2021-07-09,12,0,NA,0,NA
"1454",2021-07-09,13,0,NA,0,NA
"1455",2021-07-09,14,0,NA,0,NA
"1456",2021-07-09,15,0,NA,0,NA
"1457",2021-07-09,16,0,NA,0,NA
"1458",2021-07-09,17,0,NA,0,NA
"1459",2021-07-09,18,0,NA,0,NA
"1460",2021-07-09,19,0,NA,0,NA
"1461",2021-07-09,20,0,NA,0,NA
"1462",2021-07-09,21,0,NA,0,NA
"1463",2021-07-09,22,0,NA,0,NA
"1464",2021-07-09,23,0,NA,0,NA
"1465",2021-07-10,0,0,NA,0,NA
"1466",2021-07-10,1,0,NA,0,NA
"1467",2021-07-10,2,0,1,0,NA
"1468",2021-07-10,3,0,NA,0,NA
"1469",2021-07-10,4,0,NA,0,NA
"1470",2021-07-10,5,0,NA,0,NA
"1471",2021-07-10,6,1,1,0,NA
"1472",2021-07-10,7,0,1,0,NA
"1473",2021-07-10,8,1,0,0,NA
"1474",2021-07-10,9,1,0,0,NA
"1475",2021-07-10,10,0,NA,0,NA
"1476",2021-07-10,11,0,0,1,NA
"1477",2021-07-10,12,0,NA,0,NA
"1478",2021-07-10,13,0,1,0,NA
"1479",2021-07-10,14,0,NA,0,NA
"1480",2021-07-10,15,0,NA,0,NA
"1481",2021-07-10,16,0,1,0,NA
"1482",2021-07-10,17,0,NA,0,NA
"1483",2021-07-10,18,0,NA,0,NA
"1484",2021-07-10,19,0,NA,0,NA
"1485",2021-07-10,20,0,NA,0,NA
"1486",2021-07-10,21,0,NA,0,NA
"1487",2021-07-10,22,0,NA,0,NA
"1488",2021-07-10,23,0,NA,0,NA
"1489",2021-07-11,0,0,NA,0,NA
"1490",2021-07-11,1,0,NA,0,NA
"1491",2021-07-11,2,0,NA,0,NA
"1492",2021-07-11,3,0,NA,0,NA
"1493",2021-07-11,4,0,NA,0,NA
"1494",2021-07-11,5,0,NA,0,NA
"1495",2021-07-11,6,0,NA,0,NA
"1496",2021-07-11,7,0,NA,0,NA
"1497",2021-07-11,8,0,NA,0,NA
"1498",2021-07-11,9,0,NA,0,NA
"1499",2021-07-11,10,0,NA,0,NA
"1500",2021-07-11,11,0,NA,0,NA
"1501",2021-07-11,12,0,NA,0,NA
"1502",2021-07-11,13,0,NA,0,NA
"1503",2021-07-11,14,0,NA,0,NA
"1504",2021-07-11,15,0,NA,0,NA
"1505",2021-07-11,16,0,NA,0,NA
"1506",2021-07-11,17,0,NA,0,NA
"1507",2021-07-11,18,0,NA,0,NA
"1508",2021-07-11,19,0,NA,0,NA
"1509",2021-07-11,20,0,NA,0,NA
"1510",2021-07-11,21,0,NA,0,NA
"1511",2021-07-11,22,0,NA,0,NA
"1512",2021-07-11,23,0,NA,0,NA
"1513",2021-07-12,0,0,NA,0,NA
"1514",2021-07-12,1,0,NA,0,NA
"1515",2021-07-12,2,0,NA,0,NA
"1516",2021-07-12,3,0,NA,0,NA
"1517",2021-07-12,4,0,NA,0,NA
"1518",2021-07-12,5,0,NA,0,NA
"1519",2021-07-12,6,0,NA,0,NA
"1520",2021-07-12,7,0,NA,0,NA
"1521",2021-07-12,8,0,NA,0,NA
"1522",2021-07-12,9,0,NA,0,NA
"1523",2021-07-12,10,0,NA,0,NA
"1524",2021-07-12,11,0,NA,0,NA
"1525",2021-07-12,12,0,NA,0,NA
"1526",2021-07-12,13,0,NA,0,NA
"1527",2021-07-12,14,0,NA,0,NA
"1528",2021-07-12,15,0,NA,0,NA
"1529",2021-07-12,16,0,NA,0,NA
"1530",2021-07-12,17,0,NA,0,NA
"1531",2021-07-12,18,0,NA,0,NA
"1532",2021-07-12,19,0,NA,0,NA
"1533",2021-07-12,20,0,NA,0,NA
"1534",2021-07-12,21,0,NA,0,NA
"1535",2021-07-12,22,0,NA,0,NA
"1536",2021-07-12,23,0,NA,0,NA
"1537",2021-07-13,0,0,NA,0,NA
"1538",2021-07-13,1,0,NA,0,NA
"1539",2021-07-13,2,0,NA,0,NA
"1540",2021-07-13,3,0,NA,0,NA
"1541",2021-07-13,4,0,NA,0,NA
"1542",2021-07-13,5,0,NA,0,NA
"1543",2021-07-13,6,0,NA,0,NA
"1544",2021-07-13,7,0,NA,0,NA
"1545",2021-07-13,8,0,NA,0,NA
"1546",2021-07-13,9,0,NA,0,NA
"1547",2021-07-13,10,0,NA,0,NA
"1548",2021-07-13,11,0,NA,0,NA
"1549",2021-07-13,12,0,NA,0,NA
"1550",2021-07-13,13,0,NA,0,NA
"1551",2021-07-13,14,0,NA,0,NA
"1552",2021-07-13,15,0,NA,0,NA
"1553",2021-07-13,16,0,NA,0,NA
"1554",2021-07-13,17,0,NA,0,NA
"1555",2021-07-13,18,0,NA,0,NA
"1556",2021-07-13,19,0,NA,0,NA
"1557",2021-07-13,20,0,NA,0,NA
"1558",2021-07-13,21,0,NA,0,NA
"1559",2021-07-13,22,0,NA,0,NA
"1560",2021-07-13,23,0,NA,0,NA
"1561",2021-07-14,0,0,NA,0,NA
"1562",2021-07-14,1,0,2,0,NA
"1563",2021-07-14,2,0,NA,0,NA
"1564",2021-07-14,3,0,NA,0,NA
"1565",2021-07-14,4,0,NA,0,NA
"1566",2021-07-14,5,0,NA,0,NA
"1567",2021-07-14,6,0,NA,0,NA
"1568",2021-07-14,7,0,NA,0,NA
"1569",2021-07-14,8,0,NA,0,NA
"1570",2021-07-14,9,0,NA,0,NA
"1571",2021-07-14,10,0,NA,0,NA
"1572",2021-07-14,11,0,NA,0,NA
"1573",2021-07-14,12,0,NA,0,NA
"1574",2021-07-14,13,0,NA,0,NA
"1575",2021-07-14,14,0,NA,0,NA
"1576",2021-07-14,15,0,NA,0,NA
"1577",2021-07-14,16,0,NA,0,NA
"1578",2021-07-14,17,0,NA,0,NA
"1579",2021-07-14,18,0,NA,0,NA
"1580",2021-07-14,19,0,NA,0,NA
"1581",2021-07-14,20,0,NA,0,NA
"1582",2021-07-14,21,0,NA,0,NA
"1583",2021-07-14,22,0,NA,0,NA
"1584",2021-07-14,23,0,NA,0,NA
"1585",2021-07-15,0,0,NA,0,NA
"1586",2021-07-15,1,0,NA,0,NA
"1587",2021-07-15,2,0,NA,0,NA
"1588",2021-07-15,3,0,NA,0,NA
"1589",2021-07-15,4,0,NA,0,NA
"1590",2021-07-15,5,0,NA,0,NA
"1591",2021-07-15,6,0,NA,0,NA
"1592",2021-07-15,7,0,NA,0,NA
"1593",2021-07-15,8,0,NA,0,NA
"1594",2021-07-15,9,0,NA,0,NA
"1595",2021-07-15,10,0,NA,0,NA
"1596",2021-07-15,11,0,NA,0,NA
"1597",2021-07-15,12,0,NA,0,NA
"1598",2021-07-15,13,0,NA,0,NA
"1599",2021-07-15,14,0,NA,0,NA
"1600",2021-07-15,15,0,NA,0,NA
"1601",2021-07-15,16,0,NA,0,NA
"1602",2021-07-15,17,0,NA,0,NA
"1603",2021-07-15,18,0,NA,0,NA
"1604",2021-07-15,19,0,NA,0,NA
"1605",2021-07-15,20,0,NA,0,NA
"1606",2021-07-15,21,0,NA,0,NA
"1607",2021-07-15,22,0,NA,0,NA
"1608",2021-07-15,23,0,NA,0,NA
"1609",2021-07-16,0,0,NA,0,NA
"1610",2021-07-16,1,0,NA,0,NA
"1611",2021-07-16,2,0,NA,0,NA
"1612",2021-07-16,3,0,NA,0,NA
"1613",2021-07-16,4,0,NA,0,NA
"1614",2021-07-16,5,0,NA,0,NA
"1615",2021-07-16,6,0,NA,0,NA
"1616",2021-07-16,7,0,NA,0,NA
"1617",2021-07-16,8,0,NA,0,NA
"1618",2021-07-16,9,0,NA,0,NA
"1619",2021-07-16,10,0,NA,0,NA
"1620",2021-07-16,11,0,NA,0,NA
"1621",2021-07-16,12,0,1,0,NA
"1622",2021-07-16,13,0,NA,0,NA
"1623",2021-07-16,14,0,NA,0,NA
"1624",2021-07-16,15,0,NA,0,NA
"1625",2021-07-16,16,0,NA,0,NA
"1626",2021-07-16,17,0,NA,0,NA
"1627",2021-07-16,18,0,NA,0,NA
"1628",2021-07-16,19,0,NA,0,NA
"1629",2021-07-16,20,0,NA,0,NA
"1630",2021-07-16,21,0,NA,0,NA
"1631",2021-07-16,22,0,1,1,NA
"1632",2021-07-16,23,1,0,0,NA
"1633",2021-07-17,0,1,1,0,"; added on review"
"1634",2021-07-17,1,0,NA,0,NA
"1635",2021-07-17,2,0,1,0,NA
"1636",2021-07-17,3,0,1,0,NA
"1637",2021-07-17,4,1,0,0,NA
"1638",2021-07-17,5,1,0,1,"sound clip; "
"1639",2021-07-17,6,0,NA,0,NA
"1640",2021-07-17,7,1,0,0,NA
"1641",2021-07-17,8,0,NA,0,NA
"1642",2021-07-17,9,0,NA,0,NA
"1643",2021-07-17,10,0,NA,0,NA
"1644",2021-07-17,11,0,NA,0,NA
"1645",2021-07-17,12,0,NA,0,NA
"1646",2021-07-17,13,0,NA,0,NA
"1647",2021-07-17,14,0,NA,0,NA
"1648",2021-07-17,15,0,NA,0,NA
"1649",2021-07-17,16,0,NA,0,NA
"1650",2021-07-17,17,0,NA,0,NA
"1651",2021-07-17,18,0,NA,0,NA
"1652",2021-07-17,19,0,NA,0,NA
"1653",2021-07-17,20,0,NA,0,NA
"1654",2021-07-17,21,0,NA,0,NA
"1655",2021-07-17,22,0,NA,0,NA
"1656",2021-07-17,23,0,NA,0,NA
"1657",2021-07-18,0,0,1,0,NA
"1658",2021-07-18,1,0,1,0,NA
"1659",2021-07-18,2,0,NA,0,NA
"1660",2021-07-18,3,0,NA,0,NA
"1661",2021-07-18,4,0,0,1,NA
"1662",2021-07-18,5,0,NA,0,NA
"1663",2021-07-18,6,0,NA,0,NA
"1664",2021-07-18,7,0,NA,0,NA
"1665",2021-07-18,8,0,NA,0,NA
"1666",2021-07-18,9,0,NA,0,NA
"1667",2021-07-18,10,0,NA,0,NA
"1668",2021-07-18,11,0,NA,0,NA
"1669",2021-07-18,12,0,NA,0,NA
"1670",2021-07-18,13,0,NA,0,NA
"1671",2021-07-18,14,0,NA,0,NA
"1672",2021-07-18,15,0,NA,0,NA
"1673",2021-07-18,16,0,NA,0,NA
"1674",2021-07-18,17,0,NA,0,NA
"1675",2021-07-18,18,0,NA,0,NA
"1676",2021-07-18,19,0,NA,0,NA
"1677",2021-07-18,20,0,NA,0,NA
"1678",2021-07-18,21,0,NA,0,NA
"1679",2021-07-18,22,0,NA,0,NA
"1680",2021-07-18,23,0,1,0,NA
"1681",2021-07-19,0,0,NA,0,NA
"1682",2021-07-19,1,0,NA,0,NA
"1683",2021-07-19,2,1,0,0,NA
"1684",2021-07-19,3,1,0,0,NA
"1685",2021-07-19,4,0,1,0,"added on review"
"1686",2021-07-19,5,1,1,0,"; added on review"
"1687",2021-07-19,6,1,1,0,"; added on review"
"1688",2021-07-19,7,0,NA,0,NA
"1689",2021-07-19,8,0,1,0,NA
"1690",2021-07-19,9,0,1,0,NA
"1691",2021-07-19,10,0,1,0,NA
"1692",2021-07-19,11,0,NA,0,NA
"1693",2021-07-19,12,0,NA,0,NA
"1694",2021-07-19,13,0,NA,0,NA
"1695",2021-07-19,14,0,NA,0,NA
"1696",2021-07-19,15,0,NA,0,NA
"1697",2021-07-19,16,0,NA,0,NA
"1698",2021-07-19,17,0,NA,0,NA
"1699",2021-07-19,18,0,NA,0,NA
"1700",2021-07-19,19,0,NA,0,NA
"1701",2021-07-19,20,0,NA,0,NA
"1702",2021-07-19,21,0,NA,0,NA
"1703",2021-07-19,22,0,NA,0,NA
"1704",2021-07-19,23,0,1,0,NA
"1705",2021-07-20,0,0,NA,0,NA
"1706",2021-07-20,1,0,NA,0,NA
"1707",2021-07-20,2,0,1,0,NA
"1708",2021-07-20,3,0,NA,0,NA
"1709",2021-07-20,4,0,1,0,NA
"1710",2021-07-20,5,0,NA,0,NA
"1711",2021-07-20,6,0,NA,0,NA
"1712",2021-07-20,7,0,NA,0,NA
"1713",2021-07-20,8,0,NA,0,NA
"1714",2021-07-20,9,0,NA,0,NA
"1715",2021-07-20,10,0,NA,0,NA
"1716",2021-07-20,11,0,NA,0,NA
"1717",2021-07-20,12,0,NA,0,NA
"1718",2021-07-20,13,0,NA,0,NA
"1719",2021-07-20,14,0,NA,0,NA
"1720",2021-07-20,15,0,NA,0,NA
"1721",2021-07-20,16,0,NA,0,NA
"1722",2021-07-20,17,0,NA,0,NA
"1723",2021-07-20,18,0,NA,0,NA
"1724",2021-07-20,19,0,NA,0,NA
"1725",2021-07-20,20,0,NA,0,NA
"1726",2021-07-20,21,0,NA,0,NA
"1727",2021-07-20,22,0,NA,0,NA
"1728",2021-07-20,23,0,NA,0,NA
"1729",2021-07-21,0,0,NA,0,NA
"1730",2021-07-21,1,0,NA,0,NA
"1731",2021-07-21,2,0,NA,0,NA
"1732",2021-07-21,3,0,NA,0,NA
"1733",2021-07-21,4,0,NA,0,NA
"1734",2021-07-21,5,0,NA,0,NA
"1735",2021-07-21,6,0,NA,0,NA
"1736",2021-07-21,7,0,NA,0,NA
"1737",2021-07-21,8,0,NA,0,NA
"1738",2021-07-21,9,0,NA,0,NA
"1739",2021-07-21,10,0,NA,0,NA
"1740",2021-07-21,11,0,NA,0,NA
"1741",2021-07-21,12,0,NA,0,NA
"1742",2021-07-21,13,0,NA,0,NA
"1743",2021-07-21,14,0,NA,0,NA
"1744",2021-07-21,15,0,NA,0,NA
"1745",2021-07-21,16,0,1,0,"no sound clip due to ambient noise"
"1746",2021-07-21,17,0,1,0,NA
"1747",2021-07-21,18,0,NA,0,NA
"1748",2021-07-21,19,0,NA,0,NA
"1749",2021-07-21,20,0,NA,0,NA
"1750",2021-07-21,21,0,1,0,"no sound clip due to ambient noise"
"1751",2021-07-21,22,0,1,0,NA
"1752",2021-07-21,23,1,0,0,NA
"1753",2021-07-22,0,0,2,0,NA
"1754",2021-07-22,1,0,1,0,NA
"1755",2021-07-22,2,0,NA,0,NA
"1756",2021-07-22,3,0,1,0,NA
"1757",2021-07-22,4,0,NA,0,NA
"1758",2021-07-22,5,0,3,0,"; added on review; added on review"
"1759",2021-07-22,6,1,1,0,NA
"1760",2021-07-22,7,0,NA,0,NA
"1761",2021-07-22,8,0,1,0,NA
"1762",2021-07-22,9,0,NA,0,NA
"1763",2021-07-22,10,1,0,0,NA
"1764",2021-07-22,11,0,1,0,NA
"1765",2021-07-22,12,0,NA,0,NA
"1766",2021-07-22,13,0,1,0,NA
"1767",2021-07-22,14,0,NA,0,NA
"1768",2021-07-22,15,0,NA,0,NA
"1769",2021-07-22,16,0,NA,0,NA
"1770",2021-07-22,17,0,1,0,NA
"1771",2021-07-22,18,0,1,0,NA
"1772",2021-07-22,19,0,NA,0,NA
"1773",2021-07-22,20,0,NA,0,NA
"1774",2021-07-22,21,0,NA,0,NA
"1775",2021-07-22,22,0,1,0,NA
"1776",2021-07-22,23,0,1,0,NA
"1777",2021-07-23,0,0,1,0,"added on review"
"1778",2021-07-23,1,0,NA,0,NA
"1779",2021-07-23,2,0,1,0,NA
"1780",2021-07-23,3,0,NA,0,NA
"1781",2021-07-23,4,0,NA,0,NA
"1782",2021-07-23,5,0,NA,0,NA
"1783",2021-07-23,6,0,NA,0,NA
"1784",2021-07-23,7,0,NA,0,NA
"1785",2021-07-23,8,0,NA,0,NA
"1786",2021-07-23,9,0,NA,0,NA
"1787",2021-07-23,10,0,1,0,NA
"1788",2021-07-23,11,0,NA,0,NA
"1789",2021-07-23,12,0,NA,0,NA
"1790",2021-07-23,13,0,NA,0,NA
"1791",2021-07-23,14,0,NA,0,NA
"1792",2021-07-23,15,0,NA,0,NA
"1793",2021-07-23,16,0,NA,0,NA
"1794",2021-07-23,17,0,NA,0,NA
"1795",2021-07-23,18,0,NA,0,NA
"1796",2021-07-23,19,0,NA,0,NA
"1797",2021-07-23,20,0,NA,0,NA
"1798",2021-07-23,21,0,NA,0,NA
"1799",2021-07-23,22,0,NA,0,NA
"1800",2021-07-23,23,0,NA,0,NA
"1801",2021-07-24,0,0,NA,0,NA
"1802",2021-07-24,1,0,NA,0,NA
"1803",2021-07-24,2,0,NA,0,NA
"1804",2021-07-24,3,0,1,0,NA
"1805",2021-07-24,4,0,NA,0,NA
"1806",2021-07-24,5,0,NA,0,NA
"1807",2021-07-24,6,0,NA,0,NA
"1808",2021-07-24,7,0,NA,0,NA
"1809",2021-07-24,8,0,NA,0,NA
"1810",2021-07-24,9,0,NA,0,NA
"1811",2021-07-24,10,0,NA,0,NA
"1812",2021-07-24,11,0,NA,0,NA
"1813",2021-07-24,12,0,1,0,"no sound clip due to ambient noise"
"1814",2021-07-24,13,0,NA,0,NA
"1815",2021-07-24,14,0,NA,0,NA
"1816",2021-07-24,15,0,NA,0,NA
"1817",2021-07-24,16,0,NA,0,NA
"1818",2021-07-24,17,0,NA,0,NA
"1819",2021-07-24,18,0,NA,0,NA
"1820",2021-07-24,19,0,NA,0,NA
"1821",2021-07-24,20,0,NA,0,NA
"1822",2021-07-24,21,0,NA,0,NA
"1823",2021-07-24,22,0,NA,0,NA
"1824",2021-07-24,23,0,1,0,NA
"1825",2021-07-25,0,0,NA,0,NA
"1826",2021-07-25,1,0,NA,0,NA
