network,npz_id,Dep_ID,Dep,Date_week,Weekday,Begin_Date_loc,Total_ves_dep,Total_inside,Total_inside_small,Inside_maneuver,Inside_maneuver_small,Inside_transit,Inside_transit_small
Temperate East,CGMP,201904,CGMP_201904_CG,2019-05-20,W,2019-05-15,2,1,1,0,0,1,1
Temperate East,CGMP,201904,CGMP_201904_CG,2019-05-27,F,2019-05-24,8,1,5,0,2,1,3
Temperate East,CGMP,201904,CGMP_201904_CG,2019-05-27,M,2019-05-20,7,0,3,0,0,0,3
Temperate East,CGMP,201904,CGMP_201904_CG,2019-05-27,Sa,2019-05-25,19,1,7,1,3,0,4
Temperate East,CGMP,201904,CGMP_201904_CG,2019-05-27,Su,2019-05-26,6,0,3,0,0,0,3
Temperate East,CGMP,201904,CGMP_201904_CG,2019-05-27,Th,2019-05-23,17,2,14,1,4,1,10
Temperate East,CGMP,201904,CGMP_201904_CG,2019-05-27,T,2019-05-21,9,3,6,2,3,1,3
Temperate East,CGMP,201904,CGMP_201904_CG,2019-05-27,W,2019-05-22,16,4,11,2,4,2,7
Temperate East,CGMP,201904,CGMP_201904_CG,2019-06-03,F,2019-05-31,8,1,6,0,1,1,5
Temperate East,CGMP,201904,CGMP_201904_CG,2019-06-03,M,2019-05-27,4,0,2,0,0,0,2
Temperate East,CGMP,201904,CGMP_201904_CG,2019-06-03,Sa,2019-06-01,1,0,1,0,0,0,1
Temperate East,CGMP,201904,CGMP_201904_CG,2019-06-03,Su,2019-06-02,2,0,2,0,0,0,2
Temperate East,CGMP,201904,CGMP_201904_CG,2019-06-03,Th,2019-05-30,1,0,1,0,0,0,1
Temperate East,CGMP,201904,CGMP_201904_CG,2019-06-03,T,2019-05-28,2,0,1,0,0,0,1
Temperate East,CGMP,201904,CGMP_201904_CG,2019-06-03,W,2019-05-29,4,0,0,0,0,0,0
Temperate East,CGMP,201904,CGMP_201904_CG,2019-06-10,F,2019-06-07,2,0,1,0,0,0,1
Temperate East,CGMP,201904,CGMP_201904_CG,2019-06-10,M,2019-06-03,3,0,1,0,0,0,1
Temperate East,CGMP,201904,CGMP_201904_CG,2019-06-10,Sa,2019-06-08,12,0,6,0,0,0,6
Temperate East,CGMP,201904,CGMP_201904_CG,2019-06-10,Su,2019-06-09,14,1,9,1,4,0,5
Temperate East,CGMP,201904,CGMP_201904_CG,2019-06-10,Th,2019-06-06,0,0,0,0,0,0,0
Temperate East,CGMP,201904,CGMP_201904_CG,2019-06-10,T,2019-06-04,0,0,0,0,0,0,0
Temperate East,CGMP,201904,CGMP_201904_CG,2019-06-10,W,2019-06-05,2,1,2,0,0,1,2
Temperate East,CGMP,201904,CGMP_201904_CG,2019-06-17,F,2019-06-14,9,3,7,2,2,1,5
Temperate East,CGMP,201904,CGMP_201904_CG,2019-06-17,M,2019-06-10,9,3,9,2,2,1,7
Temperate East,CGMP,201904,CGMP_201904_CG,2019-06-17,Sa,2019-06-15,17,3,15,2,4,1,11
Temperate East,CGMP,201904,CGMP_201904_CG,2019-06-17,Su,2019-06-16,9,0,5,0,2,0,3
Temperate East,CGMP,201904,CGMP_201904_CG,2019-06-17,Th,2019-06-13,15,2,9,2,5,0,4
Temperate East,CGMP,201904,CGMP_201904_CG,2019-06-17,T,2019-06-11,19,2,11,1,5,1,6
Temperate East,CGMP,201904,CGMP_201904_CG,2019-06-17,W,2019-06-12,8,1,4,1,1,0,3
Temperate East,CGMP,201904,CGMP_201904_CG,2019-06-24,F,2019-06-21,6,1,5,0,0,1,5
Temperate East,CGMP,201904,CGMP_201904_CG,2019-06-24,M,2019-06-17,0,0,0,0,0,0,0
Temperate East,CGMP,201904,CGMP_201904_CG,2019-06-24,Sa,2019-06-22,3,0,2,0,0,0,2
Temperate East,CGMP,201904,CGMP_201904_CG,2019-06-24,Su,2019-06-23,2,0,2,0,0,0,2
Temperate East,CGMP,201904,CGMP_201904_CG,2019-06-24,Th,2019-06-20,4,1,4,0,0,1,4
Temperate East,CGMP,201904,CGMP_201904_CG,2019-06-24,T,2019-06-18,6,1,4,0,0,1,4
Temperate East,CGMP,201904,CGMP_201904_CG,2019-06-24,W,2019-06-19,0,0,0,0,0,0,0
Temperate East,CGMP,201904,CGMP_201904_CG,2019-07-01,M,2019-06-24,1,0,1,0,0,0,1
Temperate East,SIMP,201808,SIMP_201808_EP,2018-08-06,F,2018-08-10,17,0,2,0,2,0,0
Temperate East,SIMP,201808,SIMP_201808_EP,2018-08-06,Sa,2018-08-11,13,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_EP,2018-08-06,Su,2018-08-12,8,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_EP,2018-08-13,F,2018-08-17,6,0,1,0,1,0,0
Temperate East,SIMP,201808,SIMP_201808_EP,2018-08-13,M,2018-08-13,0,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_EP,2018-08-13,Sa,2018-08-18,18,2,5,2,5,0,0
Temperate East,SIMP,201808,SIMP_201808_EP,2018-08-13,Su,2018-08-19,4,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_EP,2018-08-13,Th,2018-08-16,8,1,1,0,0,1,1
Temperate East,SIMP,201808,SIMP_201808_EP,2018-08-13,T,2018-08-14,15,1,2,1,1,0,1
Temperate East,SIMP,201808,SIMP_201808_EP,2018-08-13,W,2018-08-15,5,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_EP,2018-08-20,F,2018-08-24,4,0,1,0,0,0,1
Temperate East,SIMP,201808,SIMP_201808_EP,2018-08-20,M,2018-08-20,0,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_EP,2018-08-20,Sa,2018-08-25,11,0,1,0,1,0,0
Temperate East,SIMP,201808,SIMP_201808_EP,2018-08-20,Su,2018-08-26,9,0,1,0,1,0,0
Temperate East,SIMP,201808,SIMP_201808_EP,2018-08-20,Th,2018-08-23,4,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_EP,2018-08-20,T,2018-08-21,0,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_EP,2018-08-20,W,2018-08-22,1,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_EP,2018-08-27,F,2018-08-31,5,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_EP,2018-08-27,M,2018-08-27,9,0,2,0,2,0,0
Temperate East,SIMP,201808,SIMP_201808_EP,2018-08-27,Sa,2018-09-01,7,1,2,1,1,0,1
Temperate East,SIMP,201808,SIMP_201808_EP,2018-08-27,Su,2018-09-02,4,0,1,0,1,0,0
Temperate East,SIMP,201808,SIMP_201808_EP,2018-08-27,Th,2018-08-30,19,4,10,0,2,4,8
Temperate East,SIMP,201808,SIMP_201808_EP,2018-08-27,T,2018-08-28,9,1,3,0,1,1,2
Temperate East,SIMP,201808,SIMP_201808_EP,2018-08-27,W,2018-08-29,21,3,9,2,6,1,3
Temperate East,SIMP,201808,SIMP_201808_EP,2018-09-03,F,2018-09-07,3,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_EP,2018-09-03,M,2018-09-03,3,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_EP,2018-09-03,Sa,2018-09-08,3,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_EP,2018-09-03,Su,2018-09-09,3,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_EP,2018-09-03,Th,2018-09-06,15,0,3,0,2,0,1
Temperate East,SIMP,201808,SIMP_201808_EP,2018-09-03,T,2018-09-04,0,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_EP,2018-09-03,W,2018-09-05,5,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_EP,2018-09-10,M,2018-09-10,7,0,1,0,1,0,0
Temperate East,SIMP,201808,SIMP_201808_EP,2018-09-10,T,2018-09-11,4,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_EP,2018-09-10,W,2018-09-12,0,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_WP,2018-08-06,F,2018-08-10,14,0,2,0,1,0,1
Temperate East,SIMP,201808,SIMP_201808_WP,2018-08-06,Sa,2018-08-11,20,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_WP,2018-08-06,Su,2018-08-12,2,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_WP,2018-08-13,F,2018-08-17,6,1,1,1,1,0,0
Temperate East,SIMP,201808,SIMP_201808_WP,2018-08-13,M,2018-08-13,1,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_WP,2018-08-13,Sa,2018-08-18,25,2,5,2,5,0,0
Temperate East,SIMP,201808,SIMP_201808_WP,2018-08-13,Su,2018-08-19,2,0,1,0,1,0,0
Temperate East,SIMP,201808,SIMP_201808_WP,2018-08-13,Th,2018-08-16,6,1,1,0,0,1,1
Temperate East,SIMP,201808,SIMP_201808_WP,2018-08-13,T,2018-08-14,17,1,2,1,2,0,0
Temperate East,SIMP,201808,SIMP_201808_WP,2018-08-13,W,2018-08-15,7,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_WP,2018-08-20,F,2018-08-24,6,0,1,0,0,0,1
Temperate East,SIMP,201808,SIMP_201808_WP,2018-08-20,M,2018-08-20,0,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_WP,2018-08-20,Sa,2018-08-25,20,1,4,1,4,0,0
Temperate East,SIMP,201808,SIMP_201808_WP,2018-08-20,Su,2018-08-26,15,0,1,0,1,0,0
Temperate East,SIMP,201808,SIMP_201808_WP,2018-08-20,Th,2018-08-23,9,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_WP,2018-08-20,T,2018-08-21,0,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_WP,2018-08-20,W,2018-08-22,6,0,1,0,1,0,0
Temperate East,SIMP,201808,SIMP_201808_WP,2018-08-27,F,2018-08-31,8,0,1,0,1,0,0
Temperate East,SIMP,201808,SIMP_201808_WP,2018-08-27,M,2018-08-27,13,0,2,0,2,0,0
Temperate East,SIMP,201808,SIMP_201808_WP,2018-08-27,Sa,2018-09-01,5,2,2,0,0,2,2
Temperate East,SIMP,201808,SIMP_201808_WP,2018-08-27,Su,2018-09-02,3,1,1,1,1,0,0
Temperate East,SIMP,201808,SIMP_201808_WP,2018-08-27,Th,2018-08-30,22,10,14,0,2,10,12
Temperate East,SIMP,201808,SIMP_201808_WP,2018-08-27,T,2018-08-28,8,5,5,0,0,5,5
Temperate East,SIMP,201808,SIMP_201808_WP,2018-08-27,W,2018-08-29,33,3,9,0,4,3,5
Temperate East,SIMP,201808,SIMP_201808_WP,2018-09-03,F,2018-09-07,5,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_WP,2018-09-03,M,2018-09-03,1,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_WP,2018-09-03,Sa,2018-09-08,1,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_WP,2018-09-03,Su,2018-09-09,6,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_WP,2018-09-03,Th,2018-09-06,14,1,4,0,3,1,1
Temperate East,SIMP,201808,SIMP_201808_WP,2018-09-03,T,2018-09-04,0,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_WP,2018-09-03,W,2018-09-05,4,0,0,0,0,0,0
Temperate East,SIMP,201808,SIMP_201808_WP,2018-09-10,M,2018-09-10,4,0,1,0,1,0,0
Temperate East,SIMP,201808,SIMP_201808_WP,2018-09-10,T,2018-09-11,0,0,0,0,0,0,0
Temperate East,SIMP,201812,SIMP_201812_EP,2018-01-01,M,2018-12-31,5,0,1,0,1,0,0
Temperate East,SIMP,201812,SIMP_201812_EP,2018-12-10,F,2018-12-14,0,0,0,0,0,0,0
Temperate East,SIMP,201812,SIMP_201812_EP,2018-12-10,Sa,2018-12-15,3,0,0,0,0,0,0
Temperate East,SIMP,201812,SIMP_201812_EP,2018-12-10,Su,2018-12-16,3,0,0,0,0,0,0
Temperate East,SIMP,201812,SIMP_201812_EP,2018-12-10,Th,2018-12-13,1,0,1,0,0,0,1
Temperate East,SIMP,201812,SIMP_201812_EP,2018-12-10,W,2018-12-12,1,1,1,1,1,0,0
Temperate East,SIMP,201812,SIMP_201812_EP,2018-12-17,F,2018-12-21,1,0,1,0,0,0,1
Temperate East,SIMP,201812,SIMP_201812_EP,2018-12-17,M,2018-12-17,0,0,0,0,0,0,0
Temperate East,SIMP,201812,SIMP_201812_EP,2018-12-17,Sa,2018-12-22,2,0,1,0,1,0,0
Temperate East,SIMP,201812,SIMP_201812_EP,2018-12-17,Su,2018-12-23,0,0,0,0,0,0,0
Temperate East,SIMP,201812,SIMP_201812_EP,2018-12-17,Th,2018-12-20,1,0,0,0,0,0,0
Temperate East,SIMP,201812,SIMP_201812_EP,2018-12-17,T,2018-12-18,5,0,0,0,0,0,0
Temperate East,SIMP,201812,SIMP_201812_EP,2018-12-17,W,2018-12-19,7,0,1,0,0,0,1
Temperate East,SIMP,201812,SIMP_201812_EP,2018-12-24,F,2018-12-28,13,1,3,1,2,0,1
Temperate East,SIMP,201812,SIMP_201812_EP,2018-12-24,M,2018-12-24,0,0,0,0,0,0,0
Temperate East,SIMP,201812,SIMP_201812_EP,2018-12-24,Sa,2018-12-29,8,1,2,1,2,0,0
Temperate East,SIMP,201812,SIMP_201812_EP,2018-12-24,Su,2018-12-30,2,0,0,0,0,0,0
Temperate East,SIMP,201812,SIMP_201812_EP,2018-12-24,Th,2018-12-27,10,1,5,0,4,1,1
Temperate East,SIMP,201812,SIMP_201812_EP,2018-12-24,T,2018-12-25,3,0,0,0,0,0,0
Temperate East,SIMP,201812,SIMP_201812_EP,2018-12-24,W,2018-12-26,12,3,8,2,2,1,6
Temperate East,SIMP,201812,SIMP_201812_EP,2019-01-07,F,2019-01-04,3,0,1,0,1,0,0
Temperate East,SIMP,201812,SIMP_201812_EP,2019-01-07,Sa,2019-01-05,10,0,0,0,0,0,0
Temperate East,SIMP,201812,SIMP_201812_EP,2019-01-07,Su,2019-01-06,7,1,3,0,2,1,1
Temperate East,SIMP,201812,SIMP_201812_EP,2019-01-07,Th,2019-01-03,9,0,3,0,2,0,1
Temperate East,SIMP,201812,SIMP_201812_EP,2019-01-07,T,2019-01-01,1,0,0,0,0,0,0
Temperate East,SIMP,201812,SIMP_201812_EP,2019-01-07,W,2019-01-02,7,2,3,1,1,1,2
Temperate East,SIMP,201812,SIMP_201812_EP,2019-01-14,F,2019-01-11,8,0,1,0,0,0,1
Temperate East,SIMP,201812,SIMP_201812_EP,2019-01-14,M,2019-01-07,11,0,5,0,2,0,3
Temperate East,SIMP,201812,SIMP_201812_EP,2019-01-14,Sa,2019-01-12,10,0,3,0,3,0,0
Temperate East,SIMP,201812,SIMP_201812_EP,2019-01-14,Su,2019-01-13,13,4,5,4,5,0,0
Temperate East,SIMP,201812,SIMP_201812_EP,2019-01-14,Th,2019-01-10,8,0,2,0,1,0,1
Temperate East,SIMP,201812,SIMP_201812_EP,2019-01-14,T,2019-01-08,17,1,6,1,6,0,0
Temperate East,SIMP,201812,SIMP_201812_EP,2019-01-14,W,2019-01-09,8,0,1,0,1,0,0
Temperate East,SIMP,201812,SIMP_201812_EP,2019-01-21,M,2019-01-14,19,2,9,2,8,0,1
Temperate East,SIMP,201812,SIMP_201812_EP,2019-01-21,T,2019-01-15,14,0,6,0,1,0,5
Temperate East,SIMP,201812,SIMP_201812_WP,2018-01-01,M,2018-12-31,5,0,1,0,1,0,0
Temperate East,SIMP,201812,SIMP_201812_WP,2018-12-10,F,2018-12-14,0,0,0,0,0,0,0
Temperate East,SIMP,201812,SIMP_201812_WP,2018-12-10,Sa,2018-12-15,2,0,0,0,0,0,0
Temperate East,SIMP,201812,SIMP_201812_WP,2018-12-10,Su,2018-12-16,2,0,1,0,0,0,1
Temperate East,SIMP,201812,SIMP_201812_WP,2018-12-10,Th,2018-12-13,1,0,1,0,0,0,1
Temperate East,SIMP,201812,SIMP_201812_WP,2018-12-10,W,2018-12-12,1,0,0,0,0,0,0
Temperate East,SIMP,201812,SIMP_201812_WP,2018-12-17,F,2018-12-21,1,0,1,0,0,0,1
Temperate East,SIMP,201812,SIMP_201812_WP,2018-12-17,M,2018-12-17,0,0,0,0,0,0,0
Temperate East,SIMP,201812,SIMP_201812_WP,2018-12-17,Sa,2018-12-22,2,0,1,0,1,0,0
Temperate East,SIMP,201812,SIMP_201812_WP,2018-12-17,Su,2018-12-23,0,0,0,0,0,0,0
Temperate East,SIMP,201812,SIMP_201812_WP,2018-12-17,Th,2018-12-20,1,0,0,0,0,0,0
Temperate East,SIMP,201812,SIMP_201812_WP,2018-12-17,T,2018-12-18,6,0,1,0,0,0,1
Temperate East,SIMP,201812,SIMP_201812_WP,2018-12-17,W,2018-12-19,7,0,1,0,0,0,1
Temperate East,SIMP,201812,SIMP_201812_WP,2018-12-24,F,2018-12-28,12,3,4,2,2,1,2
Temperate East,SIMP,201812,SIMP_201812_WP,2018-12-24,M,2018-12-24,0,0,0,0,0,0,0
Temperate East,SIMP,201812,SIMP_201812_WP,2018-12-24,Sa,2018-12-29,11,0,3,0,1,0,2
Temperate East,SIMP,201812,SIMP_201812_WP,2018-12-24,Su,2018-12-30,2,0,0,0,0,0,0
Temperate East,SIMP,201812,SIMP_201812_WP,2018-12-24,Th,2018-12-27,10,3,4,1,2,2,2
Temperate East,SIMP,201812,SIMP_201812_WP,2018-12-24,T,2018-12-25,3,0,1,0,0,0,1
Temperate East,SIMP,201812,SIMP_201812_WP,2018-12-24,W,2018-12-26,6,2,6,1,2,1,4
Temperate East,SIMP,201812,SIMP_201812_WP,2019-01-07,F,2019-01-04,9,0,4,0,0,0,4
Temperate East,SIMP,201812,SIMP_201812_WP,2019-01-07,Sa,2019-01-05,7,0,0,0,0,0,0
Temperate East,SIMP,201812,SIMP_201812_WP,2019-01-07,Su,2019-01-06,9,1,4,1,2,0,2
Temperate East,SIMP,201812,SIMP_201812_WP,2019-01-07,Th,2019-01-03,9,0,4,0,3,0,1
Temperate East,SIMP,201812,SIMP_201812_WP,2019-01-07,T,2019-01-01,0,0,0,0,0,0,0
Temperate East,SIMP,201812,SIMP_201812_WP,2019-01-07,W,2019-01-02,11,2,5,1,1,1,4
Temperate East,SIMP,201812,SIMP_201812_WP,2019-01-14,F,2019-01-11,9,0,3,0,0,0,3
Temperate East,SIMP,201812,SIMP_201812_WP,2019-01-14,M,2019-01-07,11,0,7,0,2,0,5
Temperate East,SIMP,201812,SIMP_201812_WP,2019-01-14,Sa,2019-01-12,12,1,8,1,2,0,6
Temperate East,SIMP,201812,SIMP_201812_WP,2019-01-14,Su,2019-01-13,14,4,5,3,3,1,2
Temperate East,SIMP,201812,SIMP_201812_WP,2019-01-14,Th,2019-01-10,13,0,6,0,1,0,5
Temperate East,SIMP,201812,SIMP_201812_WP,2019-01-14,T,2019-01-08,23,5,11,3,5,2,6
Temperate East,SIMP,201812,SIMP_201812_WP,2019-01-14,W,2019-01-09,10,0,2,0,2,0,0
Temperate East,SIMP,201812,SIMP_201812_WP,2019-01-21,M,2019-01-14,12,4,7,4,4,0,3
Temperate East,SIMP,201812,SIMP_201812_WP,2019-01-21,T,2019-01-15,0,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_EP,2019-06-17,F,2019-06-14,3,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_EP,2019-06-17,Sa,2019-06-15,20,2,10,2,10,0,0
Temperate East,SIMP,201906,SIMP_201906_EP,2019-06-17,Su,2019-06-16,5,0,2,0,0,0,2
Temperate East,SIMP,201906,SIMP_201906_EP,2019-06-17,Th,2019-06-13,28,16,21,16,20,0,1
Temperate East,SIMP,201906,SIMP_201906_EP,2019-06-17,T,2019-06-11,3,1,1,1,1,0,0
Temperate East,SIMP,201906,SIMP_201906_EP,2019-06-17,W,2019-06-12,10,0,6,0,6,0,0
Temperate East,SIMP,201906,SIMP_201906_EP,2019-06-24,F,2019-06-21,5,0,1,0,0,0,1
Temperate East,SIMP,201906,SIMP_201906_EP,2019-06-24,M,2019-06-17,0,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_EP,2019-06-24,Sa,2019-06-22,2,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_EP,2019-06-24,Su,2019-06-23,1,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_EP,2019-06-24,Th,2019-06-20,1,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_EP,2019-06-24,T,2019-06-18,1,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_EP,2019-06-24,W,2019-06-19,2,0,2,0,0,0,2
Temperate East,SIMP,201906,SIMP_201906_EP,2019-07-01,F,2019-06-28,5,0,2,0,0,0,2
Temperate East,SIMP,201906,SIMP_201906_EP,2019-07-01,M,2019-06-24,2,0,1,0,0,0,1
Temperate East,SIMP,201906,SIMP_201906_EP,2019-07-01,Sa,2019-06-29,3,0,1,0,0,0,1
Temperate East,SIMP,201906,SIMP_201906_EP,2019-07-01,Su,2019-06-30,2,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_EP,2019-07-01,Th,2019-06-27,0,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_EP,2019-07-01,T,2019-06-25,1,0,1,0,0,0,1
Temperate East,SIMP,201906,SIMP_201906_EP,2019-07-01,W,2019-06-26,2,0,2,0,0,0,2
Temperate East,SIMP,201906,SIMP_201906_WP,2019-06-17,F,2019-06-14,0,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-06-17,M,2019-06-10,0,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-06-17,Sa,2019-06-15,13,4,8,3,6,1,2
Temperate East,SIMP,201906,SIMP_201906_WP,2019-06-17,Su,2019-06-16,4,0,2,0,0,0,2
Temperate East,SIMP,201906,SIMP_201906_WP,2019-06-17,Th,2019-06-13,13,11,12,10,10,1,2
Temperate East,SIMP,201906,SIMP_201906_WP,2019-06-17,T,2019-06-11,2,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-06-17,W,2019-06-12,11,0,3,0,0,0,3
Temperate East,SIMP,201906,SIMP_201906_WP,2019-06-24,F,2019-06-21,1,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-06-24,M,2019-06-17,0,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-06-24,Sa,2019-06-22,0,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-06-24,Su,2019-06-23,0,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-06-24,Th,2019-06-20,1,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-06-24,T,2019-06-18,1,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-06-24,W,2019-06-19,0,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-01,F,2019-06-28,2,0,1,0,0,0,1
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-01,M,2019-06-24,1,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-01,Sa,2019-06-29,2,0,2,0,0,0,2
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-01,Su,2019-06-30,2,0,2,0,0,0,2
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-01,Th,2019-06-27,0,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-01,T,2019-06-25,0,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-01,W,2019-06-26,2,0,2,0,0,0,2
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-08,F,2019-07-05,0,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-08,M,2019-07-01,3,0,1,0,0,0,1
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-08,Sa,2019-07-06,0,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-08,Su,2019-07-07,0,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-08,Th,2019-07-04,0,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-08,T,2019-07-02,1,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-08,W,2019-07-03,0,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-15,F,2019-07-12,4,2,3,2,2,0,1
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-15,M,2019-07-08,1,0,1,0,0,0,1
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-15,Sa,2019-07-13,4,3,3,3,3,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-15,Su,2019-07-14,7,6,7,6,7,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-15,Th,2019-07-11,0,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-15,T,2019-07-09,7,1,3,1,1,0,2
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-15,W,2019-07-10,5,0,1,0,0,0,1
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-22,F,2019-07-19,0,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-22,M,2019-07-15,3,3,3,3,3,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-22,Sa,2019-07-20,10,1,5,1,3,0,2
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-22,Su,2019-07-21,4,0,2,0,0,0,2
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-22,Th,2019-07-18,3,1,2,0,0,1,2
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-22,T,2019-07-16,4,2,2,1,1,1,1
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-22,W,2019-07-17,2,2,2,2,2,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-29,F,2019-07-26,4,2,3,2,3,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-29,M,2019-07-22,10,0,7,0,1,0,6
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-29,Sa,2019-07-27,13,8,8,7,7,1,1
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-29,Su,2019-07-28,7,0,4,0,3,0,1
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-29,Th,2019-07-25,0,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-29,T,2019-07-23,13,0,5,0,2,0,3
Temperate East,SIMP,201906,SIMP_201906_WP,2019-07-29,W,2019-07-24,1,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-08-05,F,2019-08-02,1,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-08-05,M,2019-07-29,9,2,6,2,3,0,3
Temperate East,SIMP,201906,SIMP_201906_WP,2019-08-05,Sa,2019-08-03,12,2,8,2,4,0,4
Temperate East,SIMP,201906,SIMP_201906_WP,2019-08-05,Su,2019-08-04,13,1,6,1,4,0,2
Temperate East,SIMP,201906,SIMP_201906_WP,2019-08-05,Th,2019-08-01,0,0,0,0,0,0,0
Temperate East,SIMP,201906,SIMP_201906_WP,2019-08-05,T,2019-07-30,6,0,2,0,0,0,2
Temperate East,SIMP,201906,SIMP_201906_WP,2019-08-05,W,2019-07-31,0,0,0,0,0,0,0
