network,npz_id,Dep_ID,Dep,Date_week,Weekday,Begin_Date_loc,Total_ves_dep,Total_inside,Total_inside_small,Inside_maneuver,Inside_maneuver_small,Inside_transit,Inside_transit_small
South-west,MMP,202002,MURAT_202002_MRE,2020-04-13,F,2020-04-10,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-04-13,M,2020-04-06,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-04-13,Sa,2020-04-11,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-04-13,Su,2020-04-12,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-04-13,Th,2020-04-09,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-04-13,T,2020-04-07,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-04-13,W,2020-04-08,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-04-20,F,2020-04-17,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-04-20,M,2020-04-13,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-04-20,Sa,2020-04-18,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-04-20,Su,2020-04-19,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-04-20,Th,2020-04-16,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-04-20,T,2020-04-14,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-04-20,W,2020-04-15,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-04-27,F,2020-04-24,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-04-27,M,2020-04-20,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-04-27,Sa,2020-04-25,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-04-27,Su,2020-04-26,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-04-27,Th,2020-04-23,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-04-27,T,2020-04-21,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-04-27,W,2020-04-22,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-05-04,F,2020-05-01,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-05-04,M,2020-04-27,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-05-04,Sa,2020-05-02,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-05-04,Su,2020-05-03,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-05-04,Th,2020-04-30,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-05-04,T,2020-04-28,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-05-04,W,2020-04-29,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-02-10,Sa,2020-02-08,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-02-10,Su,2020-02-09,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-02-17,F,2020-02-14,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-02-17,M,2020-02-10,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-02-17,Sa,2020-02-15,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-02-17,Su,2020-02-16,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-02-17,Th,2020-02-13,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-02-17,T,2020-02-11,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-02-17,W,2020-02-12,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-02-24,F,2020-02-21,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-02-24,M,2020-02-17,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-02-24,Sa,2020-02-22,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-02-24,Su,2020-02-23,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-02-24,Th,2020-02-20,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-02-24,T,2020-02-18,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-02-24,W,2020-02-19,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-02,F,2020-02-28,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-02,M,2020-02-24,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-02,Sa,2020-02-29,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-02,Su,2020-03-01,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-02,Th,2020-02-27,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-02,T,2020-02-25,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-02,W,2020-02-26,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-09,F,2020-03-06,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-09,M,2020-03-02,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-09,Sa,2020-03-07,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-09,Su,2020-03-08,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-09,Th,2020-03-05,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-09,T,2020-03-03,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-09,W,2020-03-04,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-16,F,2020-03-13,1,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-16,M,2020-03-09,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-16,Sa,2020-03-14,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-16,Su,2020-03-15,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-16,Th,2020-03-12,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-16,T,2020-03-10,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-16,W,2020-03-11,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-23,F,2020-03-20,1,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-23,M,2020-03-16,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-23,Sa,2020-03-21,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-23,Su,2020-03-22,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-23,Th,2020-03-19,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-23,T,2020-03-17,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-23,W,2020-03-18,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-30,F,2020-03-27,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-30,M,2020-03-23,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-30,Sa,2020-03-28,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-30,Su,2020-03-29,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-30,Th,2020-03-26,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-30,T,2020-03-24,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-03-30,W,2020-03-25,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-04-06,F,2020-04-03,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-04-06,M,2020-03-30,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-04-06,Sa,2020-04-04,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-04-06,Su,2020-04-05,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-04-06,Th,2020-04-02,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-04-06,T,2020-03-31,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-04-06,W,2020-04-01,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-04-13,F,2020-04-10,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-04-13,M,2020-04-06,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-04-13,Sa,2020-04-11,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-04-13,Su,2020-04-12,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-04-13,Th,2020-04-09,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-04-13,T,2020-04-07,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-04-13,W,2020-04-08,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-04-20,F,2020-04-17,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-04-20,M,2020-04-13,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-04-20,Sa,2020-04-18,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-04-20,Su,2020-04-19,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-04-20,Th,2020-04-16,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-04-20,T,2020-04-14,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-04-20,W,2020-04-15,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-04-27,F,2020-04-24,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-04-27,M,2020-04-20,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-04-27,Sa,2020-04-25,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-04-27,Th,2020-04-23,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-04-27,T,2020-04-21,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRW,2020-04-27,W,2020-04-22,0,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-01-17,F,2022-01-21,6,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-01-17,Sa,2022-01-22,11,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-01-17,Su,2022-01-23,4,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-01-17,Th,2022-01-20,4,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-01-17,T,2022-01-18,3,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-01-17,W,2022-01-19,3,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-01-24,F,2022-01-28,2,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-01-24,M,2022-01-24,4,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-01-24,Sa,2022-01-29,2,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-01-24,Su,2022-01-30,3,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-01-24,Th,2022-01-27,3,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-01-24,T,2022-01-25,4,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-01-24,W,2022-01-26,5,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-01-31,F,2022-02-04,5,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-01-31,M,2022-01-31,3,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-01-31,Sa,2022-02-05,11,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-01-31,Su,2022-02-06,1,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-01-31,Th,2022-02-03,4,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-01-31,T,2022-02-01,6,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-01-31,W,2022-02-02,5,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-02-07,F,2022-02-11,3,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-02-07,M,2022-02-07,4,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-02-07,Sa,2022-02-12,7,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-02-07,Su,2022-02-13,5,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-02-07,Th,2022-02-10,8,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-02-07,T,2022-02-08,5,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-02-07,W,2022-02-09,2,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-02-14,F,2022-02-18,4,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-02-14,M,2022-02-14,1,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-02-14,Sa,2022-02-19,3,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-02-14,Su,2022-02-20,4,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-02-14,Th,2022-02-17,5,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-02-14,T,2022-02-15,5,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-02-14,W,2022-02-16,7,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-02-21,F,2022-02-25,3,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-02-21,M,2022-02-21,7,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-02-21,Sa,2022-02-26,2,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-02-21,Su,2022-02-27,2,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-02-21,Th,2022-02-24,2,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-02-21,T,2022-02-22,3,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-02-21,W,2022-02-23,2,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-02-28,F,2022-03-04,1,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-02-28,M,2022-02-28,7,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-02-28,Sa,2022-03-05,5,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-02-28,Su,2022-03-06,2,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-02-28,Th,2022-03-03,5,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-02-28,T,2022-03-01,5,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-02-28,W,2022-03-02,2,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-03-07,F,2022-03-11,3,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-03-07,M,2022-03-07,5,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-03-07,Sa,2022-03-12,7,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-03-07,Su,2022-03-13,8,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-03-07,Th,2022-03-10,8,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-03-07,T,2022-03-08,1,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-03-07,W,2022-03-09,4,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-03-14,F,2022-03-18,5,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-03-14,M,2022-03-14,2,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-03-14,Sa,2022-03-19,3,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-03-14,Su,2022-03-20,5,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-03-14,Th,2022-03-17,7,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-03-14,T,2022-03-15,3,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-03-14,W,2022-03-16,8,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-03-21,F,2022-03-25,5,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-03-21,M,2022-03-21,3,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-03-21,Sa,2022-03-26,5,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-03-21,Su,2022-03-27,1,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-03-21,Th,2022-03-24,5,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-03-21,T,2022-03-22,3,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-03-21,W,2022-03-23,1,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-03-28,F,2022-04-01,7,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-03-28,M,2022-03-28,3,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-03-28,Sa,2022-04-02,7,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-03-28,Su,2022-04-03,3,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-03-28,Th,2022-03-31,3,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-03-28,T,2022-03-29,6,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-03-28,W,2022-03-30,2,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-04-04,F,2022-04-08,1,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-04-04,M,2022-04-04,3,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-04-04,Sa,2022-04-09,2,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-04-04,Su,2022-04-10,4,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-04-04,Th,2022-04-07,3,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-04-04,T,2022-04-05,2,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-04-04,W,2022-04-06,3,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-04-11,M,2022-04-11,2,0,0,0,0,0,0
South-west,SWCMP,202201,SWC_202201_SWS,2022-04-11,T,2022-04-12,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-05-10,F,2021-05-14,3,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-05-10,M,2021-05-10,10,1,5,1,5,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-05-10,Sa,2021-05-15,7,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-05-10,Su,2021-05-16,13,0,1,0,1,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-05-10,Th,2021-05-13,3,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-05-10,T,2021-05-11,6,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-05-10,W,2021-05-12,4,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-05-17,F,2021-05-21,18,1,2,0,0,1,2
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-05-17,M,2021-05-17,3,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-05-17,Sa,2021-05-22,3,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-05-17,Su,2021-05-23,3,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-05-17,Th,2021-05-20,18,0,6,0,6,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-05-17,T,2021-05-18,15,1,5,1,5,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-05-17,W,2021-05-19,11,1,4,1,3,0,1
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-05-24,F,2021-05-28,5,0,1,0,0,0,1
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-05-24,M,2021-05-24,1,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-05-24,Sa,2021-05-29,1,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-05-24,Su,2021-05-30,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-05-24,Th,2021-05-27,7,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-05-24,T,2021-05-25,17,1,4,0,3,1,1
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-05-24,W,2021-05-26,9,0,3,0,0,0,3
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-05-31,F,2021-06-04,13,1,3,1,3,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-05-31,M,2021-05-31,4,0,1,0,0,0,1
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-05-31,Sa,2021-06-05,27,1,9,1,7,0,2
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-05-31,Su,2021-06-06,5,0,3,0,1,0,2
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-05-31,Th,2021-06-03,20,3,9,3,9,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-05-31,T,2021-06-01,8,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-05-31,W,2021-06-02,27,0,8,0,8,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-06-07,F,2021-06-11,14,0,3,0,3,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-06-07,M,2021-06-07,7,1,1,1,1,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-06-07,Sa,2021-06-12,44,1,13,1,13,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-06-07,Su,2021-06-13,21,5,8,5,8,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-06-07,Th,2021-06-10,2,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-06-07,T,2021-06-08,1,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-06-07,W,2021-06-09,1,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-06-14,F,2021-06-18,11,1,2,0,1,1,1
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-06-14,M,2021-06-14,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-06-14,Sa,2021-06-19,6,0,1,0,1,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-06-14,Su,2021-06-20,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-06-14,Th,2021-06-17,10,0,2,0,2,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-06-14,T,2021-06-15,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-06-14,W,2021-06-16,15,2,7,2,7,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-06-21,F,2021-06-25,18,2,3,2,3,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-06-21,M,2021-06-21,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-06-21,Sa,2021-06-26,12,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-06-21,Su,2021-06-27,1,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-06-21,Th,2021-06-24,30,2,11,2,9,0,2
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-06-21,T,2021-06-22,1,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-06-21,W,2021-06-23,4,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-06-28,F,2021-07-02,12,0,1,0,1,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-06-28,M,2021-06-28,1,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-06-28,Sa,2021-07-03,14,0,3,0,3,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-06-28,Su,2021-07-04,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-06-28,Th,2021-07-01,3,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-06-28,T,2021-06-29,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-06-28,W,2021-06-30,10,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-07-05,F,2021-07-09,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-07-05,M,2021-07-05,1,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-07-05,Sa,2021-07-10,8,1,4,1,4,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-07-05,Su,2021-07-11,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-07-05,Th,2021-07-08,1,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-07-05,T,2021-07-06,0,0,0,0,0,0,0
